	logFC	logCPM	F	PValue	FDR
IBTK	-0.118341599601205	5.98087626299173	0.772504742524524	0.394012006680434	0.724953068420533
MAPKAPK3	0.0849147321846244	6.33898873852912	0.772454715336062	0.394026926176733	0.724953068420533
LTBP4	0.155971912704993	5.51940778816826	0.771825090696681	0.394214771442109	0.725198732086559
ASXL2	-0.0835079795429464	6.2336336478128	0.771639361016369	0.394270209037474	0.725200784052119
LRBA	-0.0752251845943733	7.27901168340369	0.771361356027605	0.39435321170124	0.725253530267468
COX6A1	0.111518671776112	6.12787758544072	0.771082288014264	0.394436558575317	0.725306894900893
NUB1	0.0747685055701841	6.78734501874905	0.770508629723494	0.394607972703943	0.725522164384746
TUBGCP4	0.100671812165274	4.41796561247938	0.770074611948742	0.394737736611548	0.725582577855486
ARMCX5-GPRASP2	-0.380882158186825	0.092366659304652	0.77003516834324	0.394749532806322	0.725582577855486
ASF1A	-0.117726402898691	3.83031571284839	0.769687982203664	0.394853387194539	0.72567355713754
ZRSR2	0.09688605910605	6.29593892249211	0.769137371139957	0.39501817802343	0.725876486801484
ERAL1	0.10592470311459	5.28997558838367	0.76873925769581	0.395137393722277	0.725889059778578
SAC3D1	0.139889479690629	3.34953373580356	0.768512788013838	0.395205234955859	0.725889059778578
COL4A4	-0.397748273133447	-0.00297503882966358	0.76849608507087	0.395210239192327	0.725889059778578
NEU3	-0.143588306761731	2.97731369305553	0.768235158726796	0.395288425839791	0.725889059778578
CERS2	0.0721418166644297	7.25246298248551	0.768206920886645	0.395296888733353	0.725889059778578
TXNRD2	0.171512225149081	3.07476174483529	0.767788287523332	0.395422385830473	0.726019646656143
DCUN1D3	0.139357687918891	3.46976781639105	0.766901538263854	0.395688414992917	0.726408187590131
KCNK6	0.0907446844620695	5.95146549780119	0.76595604864067	0.395972368087221	0.726613850258445
CXorf58	-0.734563460022841	-1.35042699541725	0.765732604564354	0.396039519197437	0.726613850258445
C11orf80	0.116093977999472	4.17119648396709	0.765605493377443	0.396077727388999	0.726613850258445
MBD1	0.0839762897249947	6.61598689351139	0.765437996384977	0.396128083709396	0.726613850258445
ITPK1	0.098581607099586	5.87915284160445	0.765369410512885	0.396148706202051	0.726613850258445
IL11	-0.211413837485225	1.57562164550803	0.765241953032062	0.3961870346516	0.726613850258445
ORC4	-0.185009171302822	3.57452419387255	0.765132468758414	0.396219962807362	0.726613850258445
GPR135	0.458557581542902	0.237391141324823	0.765079591841001	0.396235867406852	0.726613850258445
NDUFB3	-0.115320173343841	6.42270900777494	0.76442530343583	0.396432748587403	0.72687504376347
UBQLN4	0.070783502234231	6.74297132391232	0.764030862736148	0.396551511620554	0.726992952504038
C1orf226	-0.195152747530351	1.90712954315102	0.763737771345991	0.396639794428445	0.727054957520217
SERP1	-0.155252058622514	5.31242484055086	0.763360266686449	0.396753547906677	0.727066598081369
TMEM87B	-0.104950289416254	4.87101147952426	0.763111217689079	0.396828621183596	0.727066598081369
TMCO1	-0.0739727342272063	6.69624534071435	0.763094256401685	0.396833734781405	0.727066598081369
TSLP	-0.197557337331883	1.72586576521653	0.762993901367324	0.396863992525763	0.727066598081369
BCR	0.0947547175975279	6.6008884171992	0.762555269026226	0.396996284711497	0.727182987445578
SFPQ	-0.0779201767000929	8.40874082857243	0.762422093286027	0.397036464081709	0.727182987445578
FUS	0.0778828212372664	7.36818214469795	0.76171611537084	0.397249562985477	0.727473479541306
AGAP2	-0.562122471518535	-0.704237665656433	0.761201080407781	0.397405136443432	0.727658561448336
CORO1B	0.1520934609628	5.7294638811809	0.7604710002291	0.397625827282963	0.72796280776571
PSPC1	0.0912989569570866	6.09954655240246	0.759947105890307	0.397784307399851	0.728084584992241
TOMM6	-0.0842014763237163	7.10823267004597	0.759890553720536	0.39780142044445	0.728084584992241
SLC4A3	0.157915189361286	4.46816621979635	0.759397122942018	0.397950783612704	0.728258116686717
SPATA18	-0.145532118432095	3.39273676324501	0.759034713498195	0.398060540946849	0.728359131255542
TARSL2	0.109348959586206	4.40154280342136	0.758791984217242	0.398134078558874	0.72839385346868
SCNN1D	-0.475634621798096	-0.134298174754845	0.758606203623752	0.39819037698887	0.728397031077202
HARBI1	-0.187531713393836	2.10659747372422	0.758123063932015	0.398336843455774	0.728479927324735
BANF1	0.0881553271460951	6.6062003165142	0.75779278991198	0.398437015403606	0.728479927324735
ALDH1A1	-0.179589934240701	2.44964896431619	0.757626667430862	0.398487414876467	0.728479927324735
IPO5	-0.0854775473640911	7.08290325506677	0.757586553579862	0.398499586380527	0.728479927324735
PCTP	-0.0878262506207115	5.10432150062639	0.757557070793679	0.39850853252828	0.728479927324735
IK	0.0777127792273486	7.61261508037992	0.757327915613433	0.398578077034916	0.728507301261792
RNF215	0.134369441361667	3.6179871516052	0.756442197930642	0.398847051694729	0.728783005216675
TLK2	0.0877402841281501	5.66723278174686	0.756397145178455	0.398860740753838	0.728783005216675
ROMO1	-0.116021958814962	5.71136176719195	0.756292002758524	0.398892690570655	0.728783005216675
TNRC18	0.0860471159254412	6.82982153718309	0.755913100069009	0.399007861004072	0.728830547820242
FBXL2	-0.110931205303764	4.55489960483315	0.755820430105966	0.39903603653163	0.728830547820242
XPO4	-0.115072461966984	4.78889119860194	0.755645641435543	0.399089187879102	0.728830547820242
MCAT	0.133160045713508	3.22464742113066	0.754981591016447	0.399291217559838	0.728830547820242
PSKH1	0.111168547588937	4.56752015670317	0.754941164189721	0.399303522026161	0.728830547820242
RPL13P5	0.34857927124593	0.34467864919907	0.754910562497206	0.39931283646357	0.728830547820242
HEATR5B	-0.0893503307437549	5.69494372512612	0.754854817499765	0.399329804790702	0.728830547820242
DSP	-0.0728875974593584	11.5318130068369	0.754730789996065	0.399367561733929	0.728830547820242
H2AFJ	-0.177715175318944	4.72173838357904	0.754463998095383	0.399448798161797	0.728830547820242
GNAL	-0.0890626712829252	5.54533590434109	0.754411938076838	0.399464653063724	0.728830547820242
SPTSSA	0.13562138108808	3.79539085570854	0.753756393480077	0.399664382208964	0.72909531326724
PNISR	-0.0786112129041117	8.16560463872149	0.753398910431434	0.39977336359792	0.729194480671161
CTDSP2	-0.0828530132709906	6.50127451840152	0.752758904121786	0.399968588402454	0.729282852012573
SUSD4	0.398058124141437	0.179266083926151	0.7526401603078	0.400004825622548	0.729282852012573
ACBD4	-0.202697864900264	2.69837608823697	0.752530937075021	0.4000381618884	0.729282852012573
GFM2	-0.0765927107040634	6.60000841023561	0.752523853624199	0.400040323991616	0.729282852012573
TRPC1	-0.156315641135683	2.79016127881865	0.75208693136692	0.400173721828885	0.72932505853811
ZBTB2	0.111908181971905	4.0624616680808	0.751643412165191	0.400309203742403	0.72932505853811
RAB3A	0.259314257860416	1.61189284440768	0.751290254562505	0.400417133314723	0.72932505853811
ZNF695	0.98790359790843	-1.53995992288434	0.751202459758803	0.400443971496572	0.72932505853811
FAM3D	-0.249978119063297	1.07970565303989	0.75093476198478	0.400525821680963	0.72932505853811
LDLRAP1	-0.0990123619368312	5.72282103444257	0.750650489812355	0.400612767755971	0.72932505853811
DLG3	0.0962745176979615	5.33322126809593	0.750613439133232	0.400624102030857	0.72932505853811
PRPF4	0.078937219539791	6.07847908956728	0.750406811391179	0.400687321136258	0.72932505853811
HSPA4L	-0.135097577681981	5.59466770030795	0.750259257365481	0.40073247564444	0.72932505853811
AASDH	-0.142456244178724	3.92687992219441	0.750234834429499	0.400739950310471	0.72932505853811
DAAM1	-0.0782173171690917	7.06589270148722	0.750080360381668	0.400787232228709	0.72932505853811
FAM185A	0.155118363687302	2.52349305956276	0.749743706305674	0.400890306137971	0.72932505853811
TRADD	-0.137610909725485	4.04362454687558	0.749722224618194	0.400896884604207	0.72932505853811
LENG8	-0.106944517617393	7.79723896839853	0.749646550033291	0.400920060210173	0.72932505853811
CSPP1	-0.129072223236634	4.10067397436557	0.749628546257907	0.400925574232812	0.72932505853811
DEFB1	0.133818975911463	4.09401744189839	0.74958936929224	0.400937573379115	0.72932505853811
ORMDL3	-0.0809366695282804	5.85989658320281	0.749123968074711	0.401080159045774	0.729485030417042
UQCRC2	-0.0705369577574731	7.53116479668	0.74864089075649	0.401228242716576	0.72965495712659
JPH2	-0.362951450425451	0.10780672354286	0.748296094038367	0.401333988995215	0.729672534967836
MICAL3	0.0723919147872426	6.64281212053075	0.748252953716759	0.401347222791672	0.729672534967836
SSR1	-0.108869426960208	6.39786617431286	0.747700115274722	0.401516871909547	0.729691708013912
LOC440434	-0.242385405358532	2.07329581514866	0.747676600555898	0.401524090301402	0.729691708013912
TIMMDC1	0.0882901205396307	6.47224734480805	0.747441581138876	0.401596245977234	0.729691708013912
C19orf12	0.13725779226956	3.19953588464267	0.747083280670191	0.401706289839823	0.729691708013912
ADCY4	0.362796362935997	1.14432605005687	0.74707211605851	0.401709719543071	0.729691708013912
GTF2H1	-0.0759174956673628	6.31179535459977	0.746739377730685	0.401811955510402	0.729691708013912
SNX30	-0.0998531988708573	4.86088905487664	0.746535213975947	0.401874705962569	0.729691708013912
NUDT10	-0.378272598060668	-0.000612952173802467	0.746496324656189	0.401886660444008	0.729691708013912
SLC25A38	0.102655602662953	4.77069128439687	0.746405705602943	0.401914518643982	0.729691708013912
MIR205	0.32400159909795	0.715826698666101	0.746308295226687	0.401944467956875	0.729691708013912
GABBR2	-0.549997918496124	-0.525299119458747	0.746260992078738	0.401959012789087	0.729691708013912
GSTP1	0.0937809513999561	10.0698609826265	0.74605997939858	0.402020829468707	0.729704700667198
GUSBP11	0.1601378010984	2.92202929861245	0.745580890962686	0.402168220816638	0.729853526838957
CNP	0.114165777235648	6.37994520782764	0.74542438343132	0.402216388333821	0.729853526838957
ZNF287	-0.162190345944683	2.60544898890936	0.74526050058721	0.402266835242026	0.729853526838957
LOC283335	0.158148471785765	2.47269849746998	0.744735529196724	0.402428499174325	0.730047623858845
STARD4-AS1	0.623979565844476	-1.05796757380482	0.744265936438437	0.402573194234253	0.73014434452943
KDM4A-AS1	-0.442619615432624	0.452583621262397	0.744012289583662	0.402651383502616	0.73014434452943
CCDC171	-0.344652640010787	0.857451778376402	0.744008171573456	0.402652653115029	0.73014434452943
LRWD1	0.14168712965482	3.83293485886093	0.743852718543048	0.402700584926606	0.73014434452943
PLCB1	-0.576972815468766	-1.01765804749205	0.74338492309491	0.402844876328903	0.730306776071544
KC6	0.309090120132063	0.46736818825242	0.742512774966112	0.403114103222293	0.730565693830727
CFDP1	0.0781467252939821	6.92301875459034	0.742497369813593	0.403118861194697	0.730565693830727
CLN8	-0.084897163104015	5.20620686034734	0.74236955051617	0.403158342282004	0.730565693830727
RAB2B	0.1221979294898	4.01783849381614	0.742213362138848	0.40320659416815	0.730565693830727
CCDC51	-0.11021556245865	4.78821664967756	0.742016220778855	0.403267510541368	0.730576912162745
ZFP62	-0.0989995157496037	5.0553729234283	0.741794253061687	0.403336115217559	0.730602054023664
KDR	0.563107018919953	-0.854466780978634	0.741124280026194	0.403543296407233	0.730878172166133
WDR19	-0.108049467551232	4.16828108654471	0.740808149416281	0.403641113080911	0.730956166526066
ANKRD35	-0.264299329193868	1.09295993554592	0.740071602216759	0.40386915648458	0.731202025056616
METTL16	-0.0845480963586828	5.48957208740603	0.740015863474622	0.403886421930149	0.731202025056616
TPCN2	0.116031296851098	3.85354900835767	0.739284893488573	0.404112950270072	0.731512933709215
LMLN	-0.0942721903833959	4.69720786288265	0.738962444638111	0.404212939876644	0.731594732558731
GNL1	-0.077074678806026	6.15690032180876	0.738277472517148	0.404425472820063	0.731839573203506
UTP3	0.0783700839503969	6.1779377720687	0.738167820411586	0.404459511674409	0.731839573203506
KLHL12	-0.103512684638502	5.58732627062617	0.737996589771087	0.404512674956455	0.731839573203506
HOMER2	0.0837925347437476	5.51982889153056	0.737627931284087	0.40462717182775	0.731947526273776
SAE1	0.0804047829436211	5.8134334712054	0.737241250202653	0.404747319935151	0.732060194396477
CES2	-0.0718574603383428	6.92616852783036	0.736843528714104	0.404870956019774	0.732060194396477
ZDHHC5	0.0759343460576524	7.51076239164721	0.736772923758351	0.404892910446712	0.732060194396477
PYHIN1	-1.02987784310639	-1.57279805341984	0.736721828097737	0.404908799657197	0.732060194396477
SARM1	-0.370032399224495	-0.0402174222584328	0.736353808308288	0.405023271205037	0.732167998725423
PPIL6	-0.316033599082439	0.492545723875441	0.736167720619667	0.405081172321189	0.732173524301093
C19orf24	0.150235574779104	3.95324619687667	0.735961699097536	0.405145290774583	0.732190284532378
SYBU	-0.160372862502949	2.77357965622669	0.735432842895097	0.405309954401902	0.732380660694395
CLIC3	0.198268874806373	3.32580238818912	0.735271044861778	0.405360352200066	0.732380660694395
ZNF396	-0.357235330972022	0.296843145451312	0.734797579835755	0.405507885563575	0.732499060490636
ZNF763	-0.216242993377795	1.35774845468886	0.734607389009445	0.405567173082827	0.732499060490636
WDSUB1	-0.25676457578312	1.97567516919935	0.734181355180984	0.40570002779988	0.732499060490636
ZNF572	0.346889049301236	0.117068404599303	0.734155018949318	0.405708242720949	0.732499060490636
ZNF233	-0.680187776624435	-0.90600205659227	0.734061338661568	0.405737466002934	0.732499060490636
ARMC5	0.131979403165936	3.33136417549625	0.734004822728412	0.405755097552678	0.732499060490636
GPR39	0.169747825998649	2.79361886977522	0.733626319494267	0.405873211615742	0.73261321999326
SEC23IP	-0.0780030157340902	6.26850811805082	0.733379192660314	0.405950357655414	0.732653410125697
MBLAC1	0.600830459832732	-0.855127826221419	0.733016955832835	0.406063478825893	0.732758508019151
PGM1	-0.0714045035959271	6.66259475685109	0.7325851255277	0.406198396789407	0.732902905411351
GNAS	0.0668771507642706	9.40299873196384	0.732155845774291	0.406332586695473	0.73301468289065
FBXW2	0.0762632777546425	6.97456110534308	0.731752323720904	0.406458787536808	0.73301468289065
TAGAP	0.427661045078408	-0.311678311861768	0.731666094955412	0.406485763311215	0.73301468289065
PARVB	0.130839351381221	3.39901992427486	0.731661502246985	0.406487200170177	0.73301468289065
XXYLT1	0.0982708180086925	4.88161136514001	0.731401816101006	0.406568457487151	0.73301468289065
TRAPPC12	0.0943873571513626	4.88300991839268	0.731333646675544	0.406589792270057	0.73301468289065
IQSEC2	0.106465126629734	4.15740188095239	0.731026854653431	0.406685829532509	0.733071128155618
SBNO1	-0.0826459626567112	6.72911934050945	0.730823163426291	0.406749611845888	0.733071128155618
INPP5B	-0.149846355451803	2.96377151914155	0.730666398233428	0.40679871065645	0.733071128155618
NADK	0.0957229427399217	5.09916166236671	0.730343191964357	0.406899967756169	0.733071128155618
DSE	0.0760086798166226	7.13031535435799	0.730169976293377	0.40695425046948	0.733071128155618
CDH13	-0.0855828648584338	6.89021598756384	0.729865939114867	0.407049557465728	0.733071128155618
POLA1	-0.127273382451098	3.32903219652071	0.729758718842956	0.407083176220205	0.733071128155618
PXN	0.0714252349517632	8.96458783991328	0.729622606771194	0.40712586015611	0.733071128155618
AGAP5	0.224646079499065	1.83088764914263	0.729499722310068	0.407164401952412	0.733071128155618
SYT1	-0.305938508662308	1.36390251970483	0.729481179134557	0.407170218372577	0.733071128155618
TRMT11	0.110502936314113	4.03596687092276	0.729027547585003	0.407312548684702	0.733126021441639
CARD14	-0.344962802368322	0.535171323676528	0.729013951288367	0.407316815815852	0.733126021441639
NOL11	-0.115905166273961	5.40912328889265	0.728858987916038	0.407365455210044	0.733126021441639
NYAP1	0.214645541992655	1.39853017989562	0.728648705524463	0.407431472362764	0.733145997579579
SNORA14B	-0.414315766940248	-0.117798796332936	0.728042472056458	0.407621889374325	0.733389787486152
PODXL2	0.172305197619133	2.10475261343433	0.72737937376901	0.407830325677899	0.733404034276082
NAF1	-0.144633607851881	2.8683471352548	0.727312401425112	0.407851386755898	0.733404034276082
TCAP	-0.628675026507959	-0.856393206600882	0.727248365238133	0.407871526066586	0.733404034276082
ARHGAP23	-0.0719338033962758	7.39751185183495	0.727240260714257	0.407874075040487	0.733404034276082
TMED1	0.222377122307679	3.45072362782794	0.727123054530512	0.407910940611979	0.733404034276082
ROR1	0.384509985879678	0.754564683950258	0.726939622655865	0.407968646931815	0.733404034276082
ARF3	0.0682964970101502	8.51317065083376	0.726794329012339	0.408014364237338	0.733404034276082
ZNF598	0.126703918769406	4.7522161356657	0.726185026099839	0.408206170794095	0.733650024246254
LOC646471	0.704841121654187	-0.717914774634467	0.725987612172205	0.408268346074761	0.733662999070946
SLC35C2	0.0986073772943838	5.22248949929674	0.725182644390596	0.40852202200057	0.733939179769577
KXD1	0.0817210799074763	7.2106783018821	0.72515103479354	0.408531988379605	0.733939179769577
GPBP1L1	0.0753566697463611	6.3692465926394	0.724936433710575	0.408599661225439	0.733961985651185
LTB4R	0.11198699681772	4.91443815828588	0.724548831721345	0.408721932746153	0.734082847055179
MARCH4	0.155249791676232	2.9647038274642	0.724240498473683	0.408819239033652	0.734158843300949
UBE2G2	0.071146905762421	6.94366940198661	0.723597693067353	0.409022216513249	0.7342417491167
TNRC18P1	1.12949313977501	-1.91322861960818	0.723310161916556	0.409113060392724	0.7342417491167
ALG13	0.0976929836782174	4.79731002674255	0.723134539976219	0.409168562602302	0.7342417491167
ASB8	-0.104978141857608	4.34333969503966	0.723082582448869	0.409184985103764	0.7342417491167
COPS7B	0.0940120067971544	5.13157655686089	0.722861170823242	0.409254979381437	0.7342417491167
ZSWIM1	-0.148822223243561	4.25634535444039	0.722642111031335	0.40932424849867	0.7342417491167
MXD1	0.0948051677747918	5.58836158401184	0.722637447709715	0.409325723290421	0.7342417491167
TAF1D	-0.07835593708393	5.73855829597634	0.722579762393542	0.409343967156307	0.7342417491167
ZNF394	0.101783314566263	4.24168400707852	0.722527807087194	0.409360399900794	0.7342417491167
SNORA31	-0.519869168730843	-0.120639549829442	0.722012594557415	0.409523410026469	0.734415483618754
OARD1	-0.102722328187233	4.85588058335069	0.721873972125408	0.409567286557425	0.734415483618754
NAA16	-0.166378246954454	2.87859164154748	0.721682282621968	0.409627971830849	0.734425654571828
DEPTOR	-0.253708800211064	0.901047105777253	0.721469000544642	0.409695509342519	0.734438114518085
CDYL2	0.23890887834483	1.68117985856886	0.72106720923337	0.409822786899377	0.734438114518085
PRPF40B	0.105699261350717	4.42574237516811	0.720926910563244	0.409867244539575	0.734438114518085
SMAD2	0.0789292690941006	5.69934423653006	0.720720200896579	0.409932760072701	0.734438114518085
MRPS6	0.11498030229301	4.14984833359064	0.720650338719858	0.409954906203195	0.734438114518085
E2F1	0.232068840299257	1.51996771392996	0.72061848002144	0.409965005946724	0.734438114518085
TMEM38B	-0.171561964320343	2.35316974695679	0.720392491706819	0.410036659160077	0.734467918930234
CAP1	0.0801000051579143	10.2932849952836	0.719870889176708	0.410202116011525	0.734665716226705
GADD45A	0.0790192337811069	9.01734068854893	0.719486782067391	0.410324024564704	0.734785476584682
SLC35G1	-0.256212564424237	1.0110346844505	0.719307951901877	0.410380801221079	0.734788585877335
TOMM5	0.0809586514108322	6.07918529995185	0.718877068004247	0.41051765247618	0.734930308333113
TARBP2	-0.147332540138936	3.96101657233581	0.718712133660528	0.410570055396881	0.734930308333113
MIR21	-0.251677354059437	1.01411072145455	0.718454894195425	0.410651806283679	0.734978095440021
MAN2C1	0.112629928716992	4.92146354971376	0.717893693550259	0.410830244254345	0.735059779721325
RPL13	0.073192757683418	9.13721217057582	0.71774782459529	0.410876644161114	0.735059779721325
TAF13	-0.0992173364914325	5.72323284865456	0.717636207253348	0.410912154379597	0.735059779721325
ATP5S	-0.367025043273099	0.33282925050823	0.717287751305859	0.411023043786395	0.735059779721325
RAB3D	0.076906254101293	7.23549339145034	0.717280621354244	0.411025313243138	0.735059779721325
HNRNPA0	0.0793257601804623	6.62806970729084	0.717272779219237	0.411027809409715	0.735059779721325
HPS1	-0.10647577490949	5.11059453776603	0.716819813444956	0.41117202937487	0.735135965855679
SPCS3	-0.125679289660342	5.59106434666155	0.716663100475442	0.411221943643509	0.735135965855679
TMEM199	0.131478829831901	4.20933845099089	0.716620198283145	0.411235609963311	0.735135965855679
G2E3	-0.120077831776778	4.05685004203903	0.71643942557663	0.411293202152968	0.735140480484955
EPHX4	-0.335469861751852	0.400249910264375	0.716127491121056	0.411392610593559	0.735219725759573
C12orf54	0.166406302361249	2.17998400599063	0.71547296052263	0.411601320637176	0.735350926631456
TPM3P9	0.157748182726932	2.69938576546345	0.715408515703761	0.411621879070223	0.735350926631456
PRSS53	-0.217643019777562	1.67063046605647	0.715379074742666	0.411631271514373	0.735350926631456
ME3	0.205019388372666	2.08687893248285	0.715195745121604	0.411689766025357	0.735357021198623
TCTN3	-0.091189773424187	5.18615018681012	0.714952052957505	0.411767540325569	0.735397546935966
LDLRAD1	-0.421634953620064	0.233081457318044	0.71430117199589	0.411975381208758	0.735670323587068
RSAD2	-0.295620214866642	1.73182009627605	0.713778013972801	0.412142555942791	0.735707839450058
NFKBIB	0.0997711210187745	4.76125897153297	0.713634810829955	0.412188334844389	0.735707839450058
SNX33	0.072789920343806	6.84684432367309	0.713147773226448	0.412344089471066	0.735707839450058
XYLT1	-0.250859984882403	0.94655426052942	0.712987803336133	0.412395267880685	0.735707839450058
SNORD45A	1.34320405276292	-1.84685525452641	0.712974827607806	0.412399419578676	0.735707839450058
ANXA4	-0.0762190131468785	7.59850776082325	0.712958495397539	0.412404645305204	0.735707839450058
DDX60	0.110032222123925	4.76093246658606	0.71293643632852	0.412411703586949	0.735707839450058
LSM4	0.074063833737904	6.94620015353538	0.712701857242877	0.412486773962261	0.735707839450058
FAM149B1	-0.120200103928591	4.58359301494762	0.712547827627091	0.412536078368168	0.735707839450058
BCL2L13	-0.0744870060865774	6.29740385924022	0.712280374965999	0.412621710999529	0.735707839450058
SYNGR2	0.0892818446214731	7.15973238319463	0.712237269178567	0.412635515148808	0.735707839450058
CIC	-0.0921757699503652	6.06880271768102	0.712151092389985	0.412663114468999	0.735707839450058
AK3	-0.081876025931896	6.3537003341241	0.711751910621712	0.412790995609042	0.735707839450058
NDUFS5	0.100028651278807	7.91243444792471	0.711414371327187	0.412899177369961	0.735707839450058
ZNRF1	0.11903578641849	3.73677839314537	0.711294219466599	0.412937696875235	0.735707839450058
DDX10	0.0808230147152259	5.79422902160137	0.711208152768858	0.412965292462379	0.735707839450058
SPECC1L	0.0835713949830704	6.12996450923704	0.711035091463677	0.413020789871883	0.735707839450058
SNRNP40	0.0977129779959482	4.7540641573458	0.710935176058583	0.413052836111933	0.735707839450058
SP1	-0.0704773975642565	7.04509597069821	0.710788601679057	0.41309985448704	0.735707839450058
TMEM126A	-0.172375177502405	2.94638416212866	0.71072240761513	0.413121091070226	0.735707839450058
ZNF213	0.154763152765317	3.50470032606839	0.710620828464142	0.413153683322628	0.735707839450058
NIPAL3	0.0686767469744059	7.38094661881351	0.710225539943347	0.413280552147725	0.735835605651124
SS18L1	0.142382487064943	3.52272285009302	0.709723324976151	0.413441827095956	0.736024588842647
PCDHGA6	-0.516693052308546	-0.826272227258228	0.708886953004408	0.413710627369165	0.736330223414123
PIGS	0.0953332172613719	5.36584233421275	0.708755359183329	0.413752944971945	0.736330223414123
SYNJ1	-0.10267708469589	4.00846270798927	0.708674420200314	0.413778976483352	0.736330223414123
BACE1-AS	-0.505477178051422	-0.536116796597604	0.708497326764931	0.413835942020824	0.736333443419699
SRSF5	0.0724979817452606	8.2460857178579	0.707796820701055	0.414061393614446	0.736636407882843
CWC25	0.0912848555380595	5.01038217518994	0.707618415415433	0.414118842444988	0.736640445921465
SIRT7	0.110034270018488	4.42183533336078	0.707050367949402	0.414301844215728	0.736867788473218
SERPINI1	0.170365962772105	2.27020480509919	0.706360791779442	0.414524167659852	0.737164997769951
ZNF628	-0.31720171550292	0.574311108565858	0.706173529135133	0.414584574479397	0.737174223401698
SMIM15	-0.108730459250884	5.20476840171714	0.705467582562593	0.414812421268652	0.737481132499202
BRIX1	-0.115094762460508	5.34659731873667	0.7047126335703	0.415056300753302	0.737777457923642
PHLDB3	0.147428428863578	3.56106343375608	0.704431032214423	0.415147327036953	0.737777457923642
SEC14L1	0.0693111874656227	6.45887483381974	0.704328404985302	0.415180508568583	0.737777457923642
GOPC	0.0790975785382539	6.46401962674264	0.704267653006663	0.415200152912384	0.737777457923642
IMP4	0.108392776233382	5.16673019995242	0.703048008822189	0.415594836945578	0.738380499497401
SEPSECS	-0.195172494190323	2.8156518516312	0.702535432851009	0.415760885019726	0.738398943956613
KIAA0355	-0.117882913269131	4.05180145748971	0.702497683591259	0.415773117935947	0.738398943956613
CROCCP3	-0.244532225045527	0.965703076234822	0.70234887995734	0.415821344307848	0.738398943956613
CHST7	-0.219434339932196	1.50571244576091	0.702333092407997	0.415826461473095	0.738398943956613
NTHL1	0.195457525198016	2.07879699683724	0.701087095136423	0.416230633965921	0.738837911165998
RRN3P3	-0.171412207270386	2.182302118837	0.701047207206892	0.416243582855763	0.738837911165998
ZNF226	-0.131480750839122	3.89255437707616	0.701000704527658	0.416258679901284	0.738837911165998
SLC7A6OS	0.0932648814144611	4.69051279496524	0.70088872091801	0.416295038785815	0.738837911165998
WNT10A	-0.153887535702868	3.31115896046131	0.700485696699833	0.416425934088407	0.738925679312745
FLVCR1	-0.127228607900448	3.12520208451753	0.700395639776078	0.416455191846374	0.738925679312745
ANGPTL2	-0.612332796414433	-1.11947441226936	0.699311390151817	0.41680769696381	0.739335094976186
TMEM128	-0.148162673300208	2.52217637437335	0.699306039397042	0.416809437731914	0.739335094976186
PTP4A2	0.0912171018967206	7.05003402203504	0.698855882777404	0.416955928651931	0.739335094976186
SETD3	-0.0751510688798468	6.19144749801034	0.69884232172317	0.416960342972833	0.739335094976186
NPAS2	0.103196284182007	5.11704763838554	0.698474542736348	0.417080088377848	0.739335094976186
LOC100507373	0.28234470803611	0.778732109054038	0.698204576807958	0.417168021130149	0.739335094976186
TNFRSF19	0.360047170872986	-0.0276987843920074	0.698202898995139	0.417168567714937	0.739335094976186
BCLAF1	-0.0734494179002904	7.90921856479862	0.698202249006865	0.417168779463355	0.739335094976186
SH3PXD2A	-0.0680550527038022	8.30406234681578	0.698041609406964	0.417221116630921	0.739335094976186
SETD4	0.144779873710271	3.60215987097922	0.697984438333696	0.417239745734126	0.739335094976186
CNNM4	-0.0948349561527304	4.79224930003141	0.696618849568143	0.417685109253367	0.739757516845637
TPRG1L	0.0794405527382552	6.02512487657297	0.696452160130408	0.417739523316002	0.739757516845637
NSA2	-0.0790847227527739	7.78966935463076	0.696419003770186	0.417750348198987	0.739757516845637
STX11	0.511478896892902	-0.238681093645101	0.696229343865402	0.417812276806317	0.739757516845637
SNORD15B	0.517385062047537	-0.742342754853186	0.696204222922287	0.417820480491935	0.739757516845637
MRPL2	0.123575928699624	4.18046261121041	0.696186523229742	0.417826260789722	0.739757516845637
TRIM62	0.143613543523719	3.57667702945203	0.696064772572521	0.417866025058648	0.739757516845637
ZNF674	0.198185489167365	1.49611602320733	0.695494892913559	0.418052229217552	0.739989029442366
PGAP2	0.098302210929585	4.31886171823663	0.695284356601673	0.418121053468101	0.740012735489746
HIST1H1C	0.124253681264895	3.84607706386527	0.694979197288985	0.41822084157291	0.740091229453651
LYPD5	0.358559335598501	0.161247565684959	0.694722611924902	0.41830477481853	0.740141649281296
TTN	0.645624717332115	-0.74723938818584	0.693767857768108	0.418617323232993	0.740596510092825
PLXNB2	0.120349515869481	8.52418152658206	0.693373058648974	0.418746672081624	0.740627044263471
ZNF501	-0.171884973267446	2.24251174974689	0.693164345383667	0.418815078650035	0.740627044263471
RAD51AP1	-0.221030494543256	1.70450936610482	0.693154469094222	0.418818316077268	0.740627044263471
PPP4C	0.0921050959820262	6.04987371620958	0.69297582162436	0.418876883147306	0.740627044263471
ESF1	-0.0918239131233295	5.53825951236612	0.692868812143098	0.418911970878912	0.740627044263471
