Name,logFC,logCPM,F,PValue,FDR
CSRP1,0.347544062,6.688304171,14.57678118,0.001825973,0.063521521
CCDC24,0.595638212,3.800652248,14.57211831,0.001828196,0.063521521
ANXA2P3,-2.485727071,1.259642742,14.56853098,0.001829908,0.063521521
TOP2A,-0.40491011,5.91540109,14.56437555,0.001831894,0.063521521
TGFA,0.367278068,6.936860365,14.5390827,0.001844034,0.063776837
COL12A1,0.351154399,7.477512953,14.51593621,0.001855225,0.063998084
TRIM14,0.362957225,5.824463825,14.45234776,0.001886372,0.064769127
PRODH,-1.380213208,1.12391239,14.44262581,0.001891187,0.064769127
CCDC138,-1.158960432,1.212551154,14.43096853,0.001896978,0.064769127
C6orf223,1.132434919,1.781534687,14.43095796,0.001896983,0.064769127
TNKS2,-0.364723755,5.906852032,14.4053344,0.001909785,0.065039884
PHTF2,-0.602795835,3.660412106,14.33869556,0.001943545,0.066021193
SH3KBP1,0.356259861,6.86980516,14.32046914,0.001952898,0.066170516
ARHGEF2,0.330494087,6.271253983,14.29082145,0.001968221,0.066520886
NLRP1,0.322502412,6.885842232,14.270712,0.001978693,0.066573767
LAMC2,0.302370994,12.92359466,14.26867114,0.001979759,0.066573767
RANGAP1,0.397929417,7.060303503,14.24242468,0.001993532,0.066868462
IFI35,0.947390596,1.742044652,14.21910686,0.00200586,0.067113345
SAMD9L,0.609640027,4.190905718,14.17194132,0.002031063,0.067501585
ZNF704,-0.435286337,4.38723344,14.17184947,0.002031113,0.067501585
TMEM60,-0.776194957,3.122284469,14.16902799,0.002032632,0.067501585
SNHG8,-0.352204457,5.852231633,14.11470549,0.002062137,0.068311497
DUSP1,0.383025377,6.909641178,14.10397761,0.002068022,0.068336867
TMEM171,0.702850108,2.70600951,14.0635501,0.002090372,0.068810815
ISG20L2,0.361401422,6.01712999,14.05033604,0.002097737,0.068810815
MUC21,1.111445314,1.037175809,14.0501735,0.002097828,0.068810815
LXN,-0.492167225,4.246368943,14.03513506,0.002106246,0.068917624
VSNL1,-0.478582037,4.391956025,13.98943905,0.002132066,0.069591887
PDE5A,-0.676033771,3.148984227,13.95827857,0.002149881,0.070002212
ERF,-0.373351704,6.765447494,13.94466029,0.00215772,0.07008652
IGFBP3,0.442959046,7.22863793,13.91437445,0.002175271,0.070485122
SDC4,0.347740698,8.884668464,13.89469915,0.002186761,0.070685862
TRIM47,0.764153889,3.230701911,13.87666024,0.002197357,0.07085679
PML,0.432537773,6.363339642,13.73961952,0.0022798,0.073338136
CHKA,-0.536929449,3.644181468,13.66736547,0.002324692,0.074602492
PRELID2,0.6312251,3.154238702,13.64852285,0.002336565,0.074655341
LPCAT3,-0.363858,5.689231608,13.64700722,0.002337523,0.074655341
CREG1,-0.3773537,5.573080335,13.60866642,0.002361909,0.075055959
EXPH5,-0.528539083,3.769129134,13.60832945,0.002362125,0.075055959
BACE1,-0.423341204,4.721745129,13.60082368,0.002366933,0.075055959
CCT5,0.336451424,9.00046085,13.57972221,0.002380512,0.075307663
B4GALT2,0.373073902,6.1086585,13.54313127,0.00240427,0.07587945
TINF2,0.35980005,6.649858705,13.53148369,0.00241189,0.0759404
PSME2,0.384337842,6.255384632,13.51113948,0.002425265,0.076181861
FAM110C,-0.431166771,5.550563686,13.49610051,0.002435207,0.076314595
TGFB3,-0.87188932,2.163222691,13.47002583,0.002452556,0.076678271
TRIM25,0.32889128,6.664264795,13.41852989,0.002487236,0.077416316
CCNA2,-0.501468097,3.886032732,13.41775827,0.00248776,0.077416316
C1R,0.81845634,2.848619552,13.40120107,0.002499033,0.07758625
ZNF395,-0.345246145,6.296262631,13.38853987,0.002507692,0.077674461
CHURC1,-0.399190418,6.112367029,13.34985172,0.002534367,0.078318974
LYN,0.37851969,5.601846803,13.3355489,0.00254431,0.078444676
DSG3,-0.296320517,8.850955774,13.32173581,0.002553956,0.078560633
CTSC,0.291662105,7.830090478,13.24527869,0.002608111,0.080015322
TRIB2,0.512360077,3.748761182,13.23104449,0.002618337,0.080015322
STRBP,-0.397279894,4.838187747,13.22980774,0.002619228,0.080015322
FAM57A,0.390766372,5.458768201,13.18625636,0.002650817,0.080795464
ANKAR,-1.776524527,-0.072885882,13.16730394,0.002664701,0.080934341
TRIM16,0.325204637,7.050250359,13.16349758,0.002667499,0.080934341
CWH43,1.026635079,1.926614414,13.13864893,0.00268585,0.081306335
SCOC,-0.599133635,4.92537504,13.12667471,0.002694744,0.081360378
GTPBP2,0.312001693,6.909929387,13.11985701,0.002699824,0.081360378
NFKBIE,0.518632366,3.46492431,13.09679294,0.002717089,0.081696252
WLS,-0.32789082,6.181448955,13.0457957,0.002755715,0.082671455
PDPN,0.301272083,6.706834786,13.01477352,0.00277952,0.083122132
APBA1,-0.888667215,1.683364598,13.01001723,0.00278319,0.083122132
AFAP1,0.304573619,6.387645994,12.94157223,0.002836631,0.084529084
CETN3,-0.405217733,5.001419639,12.91074547,0.002861084,0.084724805
AMPD3,0.394402592,5.058198288,12.9053983,0.00286535,0.084724805
FAM84A,-0.430259949,5.83242051,12.90345113,0.002866906,0.084724805
POU2AF1,-1.2633668,0.549995936,12.89706839,0.002872011,0.084724805
ELOVL1,0.316093585,6.966620619,12.89342246,0.002874932,0.084724805
TMEM50B,-0.403113421,4.745876611,12.87215895,0.002892034,0.085041086
ABLIM1,-0.304609479,7.163251189,12.85512608,0.002905818,0.085179067
TMEM131,-0.288989929,7.065377587,12.85060729,0.002909487,0.085179067
KRT78,2.170225768,-0.365950148,12.80738452,0.002944856,0.086025879
ELOVL4,-0.427487525,4.458077898,12.74853837,0.002993805,0.087136997
UST,-0.459397633,4.073611881,12.74598921,0.002995946,0.087136997
VARS,0.347777298,6.38911716,12.72149847,0.003016609,0.087360083
E2F4,0.35351589,5.937260342,12.71701398,0.003020411,0.087360083
HSH2D,0.752457793,2.291509532,12.71367115,0.003023248,0.087360083
MLKL,0.48575603,3.846628412,12.67354539,0.003057543,0.088160264
CORO1A,0.732168585,2.925247885,12.65741525,0.003071455,0.088370534
PSMB9,1.008375429,2.396215752,12.62554974,0.003099153,0.088975677
CBR1,-0.324132825,6.503343756,12.61169787,0.003111282,0.089132224
PIK3R3,-0.402745043,5.382669109,12.59603507,0.003125063,0.089329994
HIVEP2,0.306601082,6.342933713,12.5886686,0.003131568,0.089329994
PRCP,-0.361125542,5.739647663,12.56636006,0.003151364,0.089703019
AFAP1L1,0.37989424,4.839979586,12.52040588,0.003192598,0.090515356
TPCN1,0.368634136,5.692597711,12.51944847,0.003193463,0.090515356
SAT1,0.287423298,10.28852669,12.49166635,0.003218699,0.091037355
SMAD5,-0.301935358,6.556544163,12.46195409,0.003245942,0.091613787
RNPC3,-0.527270402,4.263516402,12.44674761,0.003259987,0.091816076
GCNT4,-0.795638715,2.598565396,12.36399976,0.003337646,0.093419299
DUOX2,0.53609486,3.727641374,12.36152658,0.00334,0.093419299
MME,-0.701291597,2.280083791,12.35741293,0.003343919,0.093419299
TMEM99,-0.502721828,3.436260088,12.35038213,0.003350629,0.093419299
RPL17,-0.39774854,4.981689108,12.34905386,0.003351898,0.093419299
SERPINB4,1.132156327,1.700107366,12.31558207,0.003384071,0.094119462
MICALCL,0.42847814,4.454316275,12.30251116,0.00339673,0.094275148
LETM1,0.315368518,6.413351677,12.28108107,0.003417603,0.094657686
EYA1,-0.733698038,2.881498088,12.26572436,0.003432652,0.094877638
LINC00672,-1.153864306,0.922068105,12.2559557,0.003442264,0.094946735
MIR936,3.183792219,-1.11026633,12.24271583,0.003455341,0.095110921
ENPP5,-0.790467141,2.353799684,12.22754115,0.003470399,0.095328852
SLC35D1,-0.41139649,5.264573935,12.21980581,0.003478104,0.095344316
SLC7A8,-0.435471039,4.889163389,12.193703,0.003504249,0.095864183
CEP55,-0.374034368,4.74539663,12.15280541,0.003545668,0.096767367
SH3PXD2B,0.290835526,7.349648898,12.14683518,0.003551761,0.096767367
KRT16,0.4263799,7.106043814,12.12612286,0.003572993,0.09714758
MYC,0.307115257,8.250995452,12.11227657,0.003587269,0.097299613
PER3,-0.513237304,3.385651509,12.09692935,0.003603168,0.097299613
PLEKHA5,-0.343147365,6.239419212,12.09277408,0.003607486,0.097299613
LGALS8,-0.280567187,7.568514094,12.0925317,0.003607738,0.097299613
TUBG1,0.357920438,6.402724809,12.07877411,0.00362208,0.097489463
RHOBTB3,-0.419324416,5.335418274,12.06137658,0.003640311,0.097782996
BCL2L11,-0.556158766,3.317990629,12.0461994,0.003656301,0.098015286
N4BP3,0.864988032,2.327575661,12.03544696,0.003667677,0.09805309
BIK,0.615568187,2.883073025,12.03099454,0.0036724,0.09805309
UFL1,-0.431432676,5.218892032,11.96962788,0.003738211,0.09961102
TUFM,0.290091043,7.670841084,11.95319716,0.003756061,0.099738614
SCNN1B,-0.65213862,2.337548464,11.95147117,0.003757942,0.099738614
C15orf62,1.259029504,0.524062582,11.92017513,0.003792232,0.100448994
MANEA,-0.611592745,2.813807968,11.91114996,0.003802187,0.10050109
ACLY,0.289258805,9.143421068,11.90475875,0.003809255,0.10050109
LTBP2,0.305171372,7.59737316,11.88981349,0.003825841,0.100739613
HMGCS1,0.337041268,8.1246592,11.86606262,0.003852372,0.101236962
ARHGAP25,0.549897316,3.080571402,11.83581898,0.003886461,0.101236962
GPR176,0.669733421,3.033357802,11.8283436,0.00389494,0.101236962
DSC3,-0.291259181,8.009198447,11.8200864,0.003904331,0.101236962
LAP3,0.35340763,5.919605948,11.81993587,0.003904502,0.101236962
TROVE2,-0.622099608,3.66759267,11.81783915,0.003906891,0.101236962
TICAM1,0.342308362,6.196760638,11.81748581,0.003907294,0.101236962
PARP14,0.303765588,6.304013201,11.80984923,0.003916009,0.101236962
FZD1,-0.514811815,3.709811227,11.79916678,0.003928239,0.101236962
ATP7A,-0.487887224,3.998907293,11.79633557,0.003931487,0.101236962
PHIP,-0.377036413,5.540472478,11.79393449,0.003934245,0.101236962
ANKH,-0.398794681,4.645223666,11.78707413,0.003942135,0.101236962
FAM161A,-0.828326715,1.654435799,11.78114884,0.003948965,0.101236962
ZNF718,-1.063316598,1.512263655,11.77947603,0.003950896,0.101236962
DAPP1,0.301201199,6.237546415,11.75327562,0.003981276,0.101517297
CD74,0.461530976,4.606620391,11.75169347,0.003983119,0.101517297
ADAM19,0.320858229,6.255153058,11.75038098,0.003984649,0.101517297
PPP1CC,-0.43687505,6.120272013,11.73564316,0.004001873,0.101761904
PLEK2,0.329160752,6.497404545,11.72422476,0.004015276,0.101908615
FNDC3B,0.310566669,7.869237741,11.70837821,0.004033962,0.102188608
GNA15,0.375915677,6.256226911,11.69967895,0.004044263,0.102255513
NFIL3,-0.378070938,5.322821515,11.68653493,0.004059884,0.102287719
SQLE,0.322739523,7.146386186,11.68571508,0.004060861,0.102287719
RRP1,0.383723477,4.683444867,11.67282598,0.00407625,0.102482002
TINCR,-0.50646319,3.816391553,11.65648709,0.004095856,0.102781337
FAM171B,-0.606888319,3.124014798,11.64492237,0.004109798,0.102937706
PDIA5,0.343378798,5.126269473,11.63839877,0.004117686,0.102942155
GLRX,0.444039238,5.37947534,11.62894819,0.004129145,0.103035678
TLL2,-0.882163625,1.763264138,11.59855219,0.00416625,0.103529441
ANK3,-0.370169466,5.288810548,11.59812751,0.004166771,0.103529441
TTC9,0.2962613,6.730684586,11.59259795,0.004173563,0.103529441
GJB4,0.387428644,4.644691402,11.58312772,0.004185225,0.103529441
IL33,0.596712756,3.159487403,11.58111541,0.004187708,0.103529441
SULF2,-0.299019029,7.983586191,11.5511952,0.004224824,0.104253985
SMC3,-0.33230839,6.341753473,11.53705121,0.004242502,0.104497045
SHB,0.350522699,5.484996544,11.5190212,0.004265159,0.104861648
FGFR2,-0.390568366,4.596825841,11.50719616,0.004280095,0.105035409
LINC00113,-1.383427073,0.42689024,11.47865853,0.004316387,0.10573167
C1orf74,0.337341439,5.733989501,11.45645852,0.004344863,0.106197856
SP3,-0.354192294,6.064067141,11.43171527,0.004376857,0.106197856
FNIP1,-0.406675879,4.839655143,11.42941337,0.004379847,0.106197856
WDHD1,-0.45032963,3.884125633,11.42777931,0.004381971,0.106197856
C1orf21,-0.379781361,5.247520604,11.42719146,0.004382736,0.106197856
BTG3,0.402946369,4.610243131,11.42687479,0.004383147,0.106197856
NECAP2,0.311047297,6.331025586,11.40729996,0.004408692,0.106596876
CAPN7,-0.483402964,4.8768916,11.40203955,0.004415586,0.106596876
MAOA,0.302135314,7.43275509,11.38334591,0.004440185,0.106997227
APOD,-0.641928597,2.786191271,11.3654176,0.004463924,0.10737547
TBC1D8,-0.372265721,5.255020762,11.35593776,0.004476536,0.107485161
CRYM,-3.014549048,-1.221781426,11.33770808,0.004500903,0.10787621
ALDH3A2,-0.321615161,6.753938246,11.32505069,0.004517911,0.108089803
PARD6G,-0.367835853,4.559996827,11.3167808,0.004529063,0.108162784
MOGS,0.311028354,6.30782125,11.30122334,0.00455013,0.108471837
DNAJB4,-0.588305718,4.643477814,11.28557379,0.004571434,0.108502244
MUC16,-0.469532382,4.876148153,11.27671691,0.004583542,0.108502244
ZNF468,-0.410178984,4.556448193,11.27651778,0.004583815,0.108502244
ARRDC4,-0.342905791,7.350386519,11.27644448,0.004583915,0.108502244
PLK3,0.404135645,4.999112236,11.22198298,0.00465919,0.110088826
PUM2,-0.303457561,6.447546181,11.20727245,0.004679765,0.110379625
SORL1,-0.359594343,5.333491654,11.20118265,0.004688314,0.11038622
MYO10,0.285968942,8.308009859,11.19101801,0.004702622,0.110388175
SFRP1,-0.321394178,6.127873982,11.18490679,0.004711248,0.110388175
SEMA4B,0.365690635,8.087384425,11.18352373,0.004713203,0.110388175
SLC15A2,-0.415626613,4.03508548,11.16274591,0.004742683,0.110718246
FLII,0.297885742,8.056976527,11.16190328,0.004743883,0.110718246
SPRR1B,0.510781443,7.586648483,11.14853546,0.004762967,0.110969648
SLC9A9,-0.861943868,1.827426603,11.12797115,0.004792497,0.111463132
SLC2A6,0.549600845,4.198486531,11.10528907,0.004825313,0.112031176
PPIF,0.335153974,5.550331375,11.08950472,0.004848301,0.112251067
IGFL1,1.051730919,1.402176302,11.08127181,0.004860342,0.112251067
MYPN,1.047896382,1.121384772,11.07765962,0.004865635,0.112251067
NOP2,0.294977054,6.17961397,11.06872286,0.004878761,0.112251067
BTG1,0.283605493,6.739761074,11.06592519,0.004882878,0.112251067
ACER2,-0.533908428,3.738986892,11.06240968,0.004888057,0.112251067
DENND4C,-0.401425386,5.914278452,11.05822469,0.004894231,0.112251067
LGI3,-1.664756776,-0.111963718,11.05293296,0.00490205,0.112251067
CNTRL,-0.424688624,4.360111762,11.03481139,0.004928937,0.11267347
GNA13,-0.522264275,4.871446414,11.02326731,0.004946153,0.112683538
EFHD2,0.416498757,6.780703534,11.02319643,0.004946259,0.112683538
L3MBTL4,2.124779941,-0.463486021,11.00558002,0.004972664,0.113092113
LGALSL,0.43332291,4.477731638,10.99813945,0.004983866,0.1131541
CDC34,0.42850104,5.872133511,10.98120048,0.005009475,0.113176486
HYAL1,0.693949691,2.953501787,10.97814328,0.005014114,0.113176486
MCF2,-1.7285763,0.128941548,10.9755798,0.005018006,0.113176486
ANXA6,0.332489688,6.285111391,10.97508219,0.005018763,0.113176486
ZNF319,0.436832613,4.622628789,10.95701122,0.005046309,0.113562843
SLK,-0.293052983,7.835725066,10.95269848,0.005052908,0.113562843
LSS,0.288515973,7.396906911,10.93926857,0.005073524,0.1135909
WNT4,0.863772162,3.299731609,10.93503922,0.005080036,0.1135909
SRM,0.383471823,5.069279652,10.93029803,0.005087348,0.1135909
S100A7A,3.684483112,-1.369767058,10.9297512,0.005088192,0.1135909
ZFP57,0.973647343,1.333075785,10.91635018,0.005108928,0.113863412
ALAS1,0.334010467,5.767452633,10.90731511,0.005122963,0.113985921
TP53AIP1,-0.577534383,2.808751066,10.8790019,0.005167233,0.114779626
NCOA7,0.343935085,5.382080012,10.87117286,0.005179551,0.114862144
SLFN5,0.26583818,7.177886309,10.86313138,0.00519224,0.114952568
ATRX,-0.372822032,6.851523151,10.85723328,0.005201569,0.114968445
CTGF,-0.317349689,5.723177521,10.84076915,0.005227712,0.11514667
CENPE,-0.459974303,4.236311796,10.8358418,0.005235565,0.11514667
GXYLT1,-0.602045057,3.243111278,10.83088162,0.005243485,0.11514667
IL1RN,0.319167304,9.050966057,10.83047607,0.005244133,0.11514667
ADCY1,-0.821354328,1.71043294,10.82417166,0.00525422,0.115178714
ZNF507,-0.357876864,4.679759037,10.79606653,0.00529946,0.115979988
TRMT1L,-0.422113991,5.250161837,10.78836216,0.00531194,0.116062841
COPG1,0.286559169,7.385565167,10.7759808,0.005332066,0.116312225
UPP1,0.300407691,6.546307197,10.7702479,0.005341415,0.116313504
HSD17B2,0.730986177,2.497202964,10.76526853,0.00534955,0.116313504
EEF1E1,-1.814773306,0.534319673,10.75375708,0.005368412,0.116533814
SCD5,-0.332274417,6.625563526,10.74474402,0.005383233,0.116665847
SRGAP3,-0.337682489,5.320601071,10.73531298,0.005398792,0.116813414
VWA8,-0.286381576,6.259365459,10.71541682,0.005431786,0.117295894
PCYOX1,-0.288782334,7.173068937,10.7112873,0.005438664,0.117295894
EPB41L3,0.83441331,1.778752654,10.6899093,0.005474426,0.117876748
FUT2,0.382877344,4.709852427,10.67618536,0.005497526,0.118183536
DCK,-0.536642953,3.932476806,10.65922598,0.005526228,0.118437894
RPL39,-0.379623213,5.487588558,10.65607027,0.005531587,0.118437894
TBC1D15,-0.448883815,4.852400311,10.65349039,0.005535973,0.118437894
PLA2G4F,-0.869504457,1.681503189,10.64336931,0.005553219,0.118616758
FMO5,-1.398124184,0.043805488,10.62958367,0.005576808,0.118759877
ZBTB7C,-0.653122666,2.071187438,10.6241673,0.005586108,0.118759877
TNFAIP1,0.273956686,7.21280478,10.62387689,0.005586607,0.118759877
PWP2,0.343668812,5.292082532,10.6036661,0.005621469,0.119310994
PIK3R1,-0.396091829,5.370917166,10.59287827,0.00564018,0.119518099
GNA12,0.358499509,5.876196534,10.58583127,0.005652441,0.119588096
ST3GAL5,0.447442102,3.797934167,10.57948802,0.005663504,0.119632561
TUBB2A,0.404012068,4.182384215,10.56331689,0.00569182,0.120040752
FHL2,-0.343335827,5.706525109,10.53867349,0.005735285,0.120683209
FLRT2,-0.281055223,7.059768331,10.53580852,0.005740362,0.120683209
CEP44,-0.613015171,3.041617196,10.52931701,0.005751887,0.120735361
THSD1,0.394962193,5.216207089,10.51177808,0.005783157,0.120944508
ASB2,0.592898165,2.841224427,10.50606478,0.005793386,0.120944508
ENTPD3,0.285634752,6.244129154,10.49162536,0.00581933,0.120944508
ARF4,0.291398335,7.103953219,10.49097089,0.005820509,0.120944508
CERS6,-0.354430187,5.896222029,10.48772102,0.005826368,0.120944508
TOR1B,0.31493519,5.428667512,10.4874391,0.005826876,0.120944508
HEG1,-0.26448494,7.430146996,10.48656396,0.005828455,0.120944508
UCK2,0.318391072,5.808811257,10.47850075,0.005843027,0.120944508
ENO2,0.385164194,4.817677821,10.47830218,0.005843386,0.120944508
MARCKSL1,0.291215491,6.48160986,10.46862754,0.005860927,0.121119773
FAM214A,-0.446540998,4.663407343,10.4523979,0.005890488,0.121542526
NDRG2,0.333761329,5.646622819,10.43048828,0.005930667,0.122182725
HOOK1,-0.600583487,4.279994807,10.37766651,0.006028837,0.124013834
CENPP,-0.801364617,1.430173382,10.36752914,0.006047891,0.124214373
CSTA,0.342550786,7.478830722,10.35576202,0.006070094,0.124478895
CES1,0.690479909,2.462540372,10.32862851,0.006121651,0.12493624
MEF2A,-0.329860384,5.059291416,10.32811124,0.006122639,0.12493624
CPD,-0.341899581,8.084890659,10.32546563,0.006127694,0.12493624
FAM50A,0.27018437,6.774493686,10.32057175,0.006137057,0.12493624
MLLT11,0.303187414,6.536687995,10.3163009,0.006145242,0.12493624
ISG15,0.790965232,2.471532815,10.31457767,0.006148548,0.12493624
TMEM106B,-0.413188669,4.764432876,10.30155525,0.006173597,0.125148498
VIPR1,-0.810172483,1.951628118,10.29940578,0.006177742,0.125148498
MICB,0.425753855,4.238224123,10.29155688,0.006192908,0.125265645
TNFSF15,0.644899367,2.201353431,10.25176746,0.006270453,0.126440462
NHLH2,-0.906959472,1.442114853,10.25053344,0.006272876,0.126440462
ARNTL2,0.339130704,6.114106439,10.24158459,0.006290477,0.126440462
LRRC69,-2.874130044,-1.310829623,10.23886652,0.006295834,0.126440462
KIAA0100,0.285326381,8.230521507,10.23759368,0.006298345,0.126440462
CCDC15,-0.910398164,1.6521415,10.20085755,0.006371304,0.127461376
PLCE1,-0.576115772,2.600370414,10.19894284,0.006375133,0.127461376
FAM111A,-0.333015895,5.336391654,10.19758891,0.006377843,0.127461376
CD99,0.351447883,7.847294829,10.18302782,0.006407065,0.127853978
PRSS16,-0.69095062,1.927433571,10.17295583,0.006427368,0.127956804
SEMA6A,0.419161695,3.819163468,10.17096624,0.006431387,0.127956804
POLR3E,0.36106292,4.889565534,10.15684357,0.006460001,0.128334835
LRP11,-0.334688554,6.465953462,10.1434647,0.006487243,0.12868453
HMGB3,0.26652524,8.516740912,10.12920778,0.006516418,0.128825706
PCSK9,0.361466238,5.040203438,10.12910792,0.006516623,0.128825706
FMN1,-0.500351978,3.371215002,10.12585102,0.006523309,0.128825706
YTHDC2,-0.392564051,5.687041711,10.1184414,0.00653855,0.128935963
MTSS1L,-0.330927625,6.636641785,10.09931856,0.006578075,0.129524034
MAN1A2,-0.306319895,6.210483875,10.08781937,0.006601974,0.129803173
FAM83G,0.417362535,4.789200146,10.07819272,0.006622059,0.130006593
EPGN,-0.542341776,3.152458206,10.0394417,0.006703621,0.131414599
