X	Mhex_1.2EC10_24h_run1	Mhex_1.2EC10_24h_run2	Mhex_1.2EC10_24h_run3	Mhex_1.2EC10_24h_run4	Mhex_1.2EC10_24h_run5	DMSO_24h_run1	DMSO_24h_run2	DMSO_24h_run3	DMSO_24h_run4	DMSO_24h_run5	NK_24h_run1	NK_24h_run2	NK_24h_run3	NK_24h_run4	NK_24h_run5
ccr2_86857	1	3	0	0	2	1	1	0	11	0	0	2	0	2	3
mcm2_86858	143	107	132	91	104	155	98	123	105	0	95	109	136	103	100
zbtb2b_86859	113	102	113	116	139	115	95	127	124	0	94	123	148	120	93
si:ch1073-185p12.2_86860	4	3	3	2	7	10	2	9	3	0	4	5	9	3	5
chek1_86861	301	226	243	191	258	325	328	264	221	0	409	265	328	197	230
sctr_86862	2	3	2	2	0	0	2	0	0	0	6	5	2	2	3
jak1_86863	496	346	456	498	451	792	422	465	405	0	551	382	459	335	317
eif2s1a_86864	38	17	25	32	30	51	25	34	28	0	22	26	29	27	18
tfa_86865	3	2	6	8	5	1	4	14	6	0	5	8	2	13	2
tgm5l_86866	37	34	30	37	23	26	48	39	37	0	17	42	23	28	42
trib3_86867	486	403	596	760	702	551	700	663	672	1	596	679	647	485	500
snrpb_86868	1657	1521	1763	1484	1641	1540	1519	1431	1508	4	1434	2062	2008	1773	1427
xrcc1_86869	608	524	921	1065	929	595	813	842	880	1	574	726	776	923	955
kars_86870	575	497	683	779	628	710	673	558	562	0	646	647	651	624	514
ssr1_86871	40	31	41	20	24	22	35	38	33	0	26	20	38	22	13
P2RY14_86872	0	0	0	1	1	1	2	4	1	0	0	3	0	3	2
xpo7_86873	8	5	8	3	8	18	2	9	4	0	15	6	12	10	3
mthfs_86874	111	81	211	134	270	116	147	179	207	0	179	163	130	172	257
arntl1b_86875	6	6	2	2	10	14	10	10	7	0	10	7	21	16	3
gata2a_86876	4	8	13	3	8	3	5	4	1	0	7	3	3	0	10
ttc17_86877	126	102	157	224	205	261	202	154	193	0	208	166	153	145	202
snx11_86878	93	54	58	47	53	90	66	58	50	0	93	30	64	64	32
tcn2_86879	42	20	31	17	8	51	31	41	24	0	30	24	38	20	16
aqp3a_86880	7	4	5	1	7	4	8	4	14	0	2	16	11	7	8
irf8_86881	18	14	18	11	8	32	10	16	42	0	19	14	10	11	14
fpr1_86882	8	11	0	8	12	4	12	2	7	0	8	10	11	11	14
scn3b_86883	18	3	24	11	9	10	11	16	10	0	12	15	15	4	12
calm1a_86884	1005	804	1213	781	915	1094	969	1436	896	1	1129	1015	1201	989	805
il2rgb_86885	64	38	50	44	50	84	46	62	32	0	65	51	70	49	26
timp2b_86886	3	7	1	2	3	4	5	2	8	0	10	2	1	6	3
itgb5_86887	1	0	2	3	0	0	0	0	0	0	0	4	2	1	4
cenpi_86888	21	27	37	27	24	24	29	20	20	0	14	21	26	22	16
arnt_86889	1	2	0	1	3	3	4	14	0	0	0	1	2	4	2
pih1d1_86890	29	13	23	11	12	62	21	7	8	0	8	23	22	14	9
cyp3c4_86891	3	4	3	6	17	1	4	8	3	0	15	3	10	9	8
cnpy3_86892	133	129	163	127	182	103	138	141	165	0	97	151	148	141	147
ctdsp1_86893	12	8	7	6	8	16	9	21	9	0	9	9	19	9	10
hnf1ba_86894	88	60	72	68	102	106	106	97	86	0	97	97	98	86	100
impdh1b_86895	791	736	979	608	839	1125	868	1071	765	1	882	660	1046	743	645
ccnb2_86896	5	4	1	3	10	2	2	8	4	0	2	4	2	2	1
p4hb_86897	50	26	70	34	34	29	34	57	25	0	60	46	42	14	36
csnk1da_86898	215	192	258	316	325	181	309	182	452	0	164	255	185	413	441
mmp13a_86899	2	5	0	0	5	4	7	1	1	0	0	3	2	6	5
il13ra1_86900	21	24	23	42	30	27	40	23	47	0	15	49	37	30	38
cttnbp2_86901	17	15	21	22	11	55	22	26	16	0	42	20	36	7	11
wnt5b_86902	8	2	4	4	3	3	5	1	4	0	3	6	5	9	3
adgre5b.2_86903	0	1	0	2	2	0	2	2	3	0	1	1	2	2	0
arfip2b_86904	120	130	132	140	164	74	171	165	153	1	96	119	117	97	124
zmp:0000001082_86905	0	4	1	5	8	10	1	4	7	0	5	5	15	4	5
inhbab_86906	0	1	1	0	3	2	2	5	3	0	3	1	0	0	8
hnf4a_86907	12	5	10	5	13	31	4	12	5	0	10	8	15	4	6
cblb_86908	25	14	15	25	28	39	19	38	31	0	27	16	27	20	17
phc2b_86909	7	2	3	8	3	14	9	1	2	1	27	6	13	8	9
tlk2_86910	9	5	4	2	8	7	3	3	0	0	5	10	10	5	3
qars_86911	455	456	583	748	783	278	694	338	943	0	435	606	419	717	972
cyr61_86912	185	138	237	381	214	147	80	397	191	0	260	166	374	299	167
angptl4_86913	121	92	154	127	136	143	148	180	98	0	202	128	142	109	85
c2cd5_86914	7	9	11	8	5	23	7	18	6	0	28	11	14	6	11
si:ch211-219a4.3_86915	4	0	0	1	2	6	1	0	1	0	0	1	3	4	2
CABZ01054965.1_86916	7	2	2	3	10	10	1	5	9	0	7	0	5	4	3
thap11_86917	16	8	8	14	8	28	9	18	7	0	11	9	10	9	16
dnm1l_86918	9	8	9	7	7	15	5	5	8	0	25	3	9	11	2
wdr62_86919	58	47	57	46	66	73	50	69	53	0	95	51	78	53	33
cxcl11.7_86920	7	13	2	8	1	6	7	18	7	0	5	15	1	5	3
aspm_86921	468	506	625	641	688	481	624	452	547	0	385	593	618	567	589
loxl1_86922	9	11	7	10	0	2	3	3	6	0	9	7	14	7	6
satb2_86923	50	24	38	45	33	46	44	49	50	0	38	42	42	30	48
si:ch211-220f12.1_86924	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1
cahz_86925	28	19	30	48	41	19	39	34	42	0	22	38	41	46	31
bcl2l1_86926	197	197	266	280	288	340	280	251	248	0	255	238	258	285	228
drap1_86927	5	1	1	6	5	6	8	6	9	0	6	1	8	2	1
ncoa3_86928	3	2	3	3	4	4	5	5	2	0	3	4	1	8	2
myorg_86929	145	117	187	151	120	195	136	269	131	0	107	179	179	218	176
opn1lw2_86930	0	1	0	2	0	0	2	0	6	0	0	2	0	4	5
pfkpa_86931	54	70	38	69	149	102	107	66	111	0	81	30	49	84	76
dusp11_86932	133	105	133	105	88	221	132	190	92	0	172	155	172	131	83
hoxb2a_86933	164	90	167	132	201	127	178	201	128	0	137	193	187	182	146
acox1_86934	28	26	31	32	16	34	25	24	17	0	34	28	21	40	26
col8a2_86935	22	8	23	8	19	20	8	25	17	0	19	14	30	13	5
fis1_86936	376	290	428	350	537	240	376	424	562	0	297	534	376	686	555
fbxo22_86937	6	10	9	18	6	10	16	6	12	0	16	10	13	10	4
hspa13_86938	9	5	4	5	9	4	0	6	7	0	4	4	2	2	5
si:dkey-222h21.12_86939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cavin2b_86940	292	203	272	263	271	277	200	254	251	0	269	244	366	265	206
si:ch73-160i9.1_86941	0	0	0	0	1	0	1	0	0	0	2	0	3	0	0
btr29_86942	9	10	2	4	6	19	19	1	8	0	9	3	10	9	7
p4ha2_86943	17	4	9	18	8	30	19	13	8	0	15	12	11	7	6
epas1a_86944	77	47	76	65	58	73	52	81	71	0	64	43	90	72	59
chdh_86945	353	245	268	374	272	483	297	352	289	0	466	294	336	316	233
cog4_86946	3	5	0	0	3	0	1	0	0	0	0	4	11	0	0
ifi30_86947	20	13	22	16	18	24	12	27	21	0	29	7	16	28	18
syk_86948	2	0	1	2	4	5	2	2	0	0	1	3	4	1	3
mtfr1_86949	119	105	142	138	141	139	152	161	118	0	145	127	183	123	101
angptl2a_86950	158	146	203	295	238	110	254	166	274	0	105	255	163	195	266
fzd2_86951	85	69	69	51	53	58	76	89	58	0	65	74	98	63	37
nme2b.1_86952	4300	5324	4608	6313	6282	7878	6955	7182	5385	3	7073	7601	8928	5531	3517
rbm19_86953	218	242	235	281	276	261	439	290	305	0	260	316	335	186	339
aldh1a2_86954	163	191	275	177	196	209	224	269	267	0	219	264	240	232	224
col1a1a_86955	447	475	515	521	762	783	454	749	419	2	771	568	679	372	370
atg16l2_86956	4	1	0	7	2	2	2	0	0	0	8	4	2	7	3
etf1b_86957	515	511	530	365	410	358	499	415	497	1	336	580	418	532	327
myh10_86958	1349	1180	1478	1777	1588	1667	1611	1470	1708	0	1526	1414	1535	1411	1471
pds5a_86959	57	42	69	49	57	65	62	72	62	0	68	77	81	63	30
rsad2_86960	2	1	2	1	0	4	1	2	1	0	2	6	2	1	5
dlx4b_86961	27	16	32	37	32	28	32	57	42	0	17	38	26	50	18
mxd1_86962	25	14	15	8	8	31	9	22	14	0	35	21	15	20	14
trib1_86963	6	5	2	4	8	8	3	3	6	0	3	15	5	2	5
lck_86964	0	1	0	0	1	0	3	0	0	0	0	1	0	0	3
uba52_86965	19595	17911	21259	19870	23784	14961	21764	18206	21642	19	16651	22214	26208	22894	19823
e2f1_86966	17	18	15	11	16	48	19	9	18	0	44	25	17	19	6
adipor2_86967	83	57	45	60	80	71	54	77	53	0	68	69	79	64	42
wasf3b_86968	256	144	102	274	201	349	335	260	229	0	542	226	278	155	119
park7_86969	43	26	24	19	23	28	24	34	26	0	55	44	40	28	19
il19l_86970	1	0	0	2	2	0	1	0	0	0	2	0	1	1	7
skiv2l_86971	45	59	107	86	158	84	94	67	100	0	45	74	77	126	143
cax1_86972	6	5	14	4	7	9	10	12	3	0	6	12	8	2	4
renbp_86973	24	45	26	33	18	45	58	47	35	0	25	53	48	53	30
psme3_86974	1057	1157	1846	1653	1627	639	1878	1393	2239	3	545	1410	1482	2008	2318
bmp3_86975	211	113	268	181	259	244	183	259	220	0	225	140	248	181	248
tmem256_86976	2	4	0	5	3	1	0	0	3	0	1	7	4	3	3
dcp1b_86977	200	182	216	180	212	168	196	195	209	0	146	212	217	171	159
gmnn_86978	355	343	482	500	535	513	499	521	549	0	333	410	480	468	474
bub1_86979	176	171	175	225	199	300	222	202	177	0	253	193	187	143	132
ptprfb_86980	184	96	123	128	152	292	122	157	95	0	272	139	161	86	90
exorh_86981	22	15	22	30	33	59	20	30	22	0	55	28	34	14	15
ddx4_86982	26	19	19	31	39	27	8	18	22	0	21	20	26	21	45
gdf9_86983	0	1	0	3	6	4	2	2	3	0	2	3	0	1	1
zgc:123068_86984	2	4	8	0	7	2	3	6	6	0	0	13	2	6	2
nfkb1_86985	8	12	15	9	13	34	8	11	10	0	13	9	20	10	5
rab27a_86986	5	8	1	8	8	16	0	7	3	0	7	10	8	15	7
rpl32_86987	10754	8387	10901	7922	9315	7396	8495	9467	8490	9	7384	10315	12383	8977	6625
btr02_86988	13	14	14	20	7	13	22	23	11	0	13	26	32	29	13
rad9a_86989	2	1	0	4	0	1	2	3	0	0	1	2	1	0	0
itpr1b_86990	2	0	0	2	3	2	1	0	3	0	4	1	3	0	3
glulb_86991	6254	5475	8902	7475	7785	4570	6069	7399	8456	2	5352	6229	7211	7500	6809
vdac1_86992	176	127	163	151	129	229	144	227	103	0	186	161	229	123	96
cycsa_86993	1	1	0	1	0	0	2	0	0	0	0	3	2	1	1
tmem97_86994	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
chac1_86995	7	3	5	7	5	10	9	8	5	0	10	6	13	3	6
cyp4v7_86996	9	6	20	16	35	26	21	24	25	0	14	15	28	18	36
ccnh_86997	72	74	111	92	93	102	98	104	95	0	95	90	103	87	89
col11a1a_86998	496	355	497	497	541	506	564	677	451	0	562	569	646	444	315
f2_86999	7	4	9	7	2	25	11	13	9	0	13	10	11	8	16
nde1_87000	60	101	154	126	197	61	133	94	139	0	99	130	100	141	134
pecr_87001	21	22	30	17	13	25	34	23	19	0	23	16	24	21	16
srm_87002	6	18	16	10	15	13	15	23	15	0	10	13	19	18	12
hspe1_87003	39	25	28	9	18	39	13	21	21	0	26	33	47	26	20
cat_87004	6	3	0	7	2	3	4	4	7	0	3	4	3	7	1
itih3a_87005	17	11	23	11	13	31	5	17	20	0	16	8	23	4	10
dspa_87006	530	441	765	558	413	487	603	588	513	2	534	436	479	398	461
slc6a14_87007	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ube2ka_87008	97	66	65	57	70	90	59	54	45	0	80	54	83	81	45
utp25_87009	108	76	90	105	94	110	76	115	129	0	92	111	114	107	71
slc38a5a_87010	14	10	10	9	7	11	7	9	9	0	9	9	14	18	12
ide_87011	261	224	368	342	285	174	247	342	355	0	147	299	303	290	263
tram1_87012	1	1	1	0	0	0	3	0	3	0	2	0	0	1	2
casr_87013	3	0	3	3	0	0	4	0	6	0	3	3	6	1	4
slc47a1_87014	6	14	10	13	11	15	16	17	11	0	26	10	14	15	9
mrpl14_87015	577	454	570	393	504	518	549	697	483	1	675	614	668	497	387
oxa1l_87016	245	192	285	243	251	240	247	278	243	0	213	260	296	268	238
rpl13a_87017	10891	9360	11887	10443	10800	14601	10130	10572	9629	2	13951	11137	12879	9407	7492
fut10_87018	35	39	71	53	59	50	41	70	58	0	41	62	56	85	71
arhgef9a_87019	10	5	17	17	17	15	8	24	9	0	18	11	11	4	11
hsp70.3_87020	11	15	12	10	22	7	14	6	13	0	14	20	23	18	18
nme6_87021	72	79	81	94	115	74	124	110	81	0	91	101	125	63	118
psmd4a_87022	63	63	56	46	52	119	39	76	42	0	78	70	65	29	30
top2a_87023	152	96	156	159	120	197	131	168	107	0	138	148	164	125	98
bphl_87024	0	0	1	1	0	0	5	2	0	0	0	2	1	3	1
nmur1a_87025	4	1	0	0	1	0	3	2	0	0	1	1	1	0	1
ascl1a_87026	2	4	1	0	3	9	6	5	10	0	9	8	7	7	8
CABZ01075572.1_87027	4	3	2	8	9	11	11	5	8	0	6	4	3	9	6
rpp38_87028	44	27	33	29	28	59	35	47	26	0	49	32	46	24	14
leg1.2_87029	23	9	19	13	15	10	18	33	10	0	9	17	14	5	26
tbc1d31_87030	1	2	0	2	0	0	8	2	0	0	3	4	2	3	1
ctss2.1_87031	95	83	122	60	48	141	95	201	65	0	120	84	128	134	82
cyp2k8_87032	7	10	14	3	2	22	6	13	8	0	7	8	7	6	8
rpl24_87033	19180	15400	15804	16310	17406	16312	15945	22774	12659	13	20539	16930	21710	10856	10101
ihha_87034	2	3	4	3	5	12	6	12	9	0	10	8	12	6	7
grik4_87035	7	12	7	7	19	3	2	8	18	0	1	3	7	10	10
grinaa_87036	4	7	5	7	6	1	10	6	5	0	4	7	5	4	3
rac3b_87037	14	18	21	10	13	22	9	18	8	0	10	22	25	24	13
hcls1_87038	106	76	128	116	111	80	120	86	115	0	83	83	103	113	109
pak1_87039	504	335	450	480	520	300	455	594	453	0	312	443	473	387	369
sele_87040	2	4	1	3	8	0	3	2	3	0	1	3	1	1	2
nfe2l1a_87041	0	1	0	2	3	7	3	1	4	0	2	2	9	3	0
exosc8_87042	50	24	31	30	24	43	29	33	29	0	41	31	42	26	20
mmp2_87043	13	4	17	8	4	28	12	10	6	0	32	10	11	4	8
pdgfba_87044	19	10	22	26	18	12	12	32	20	0	15	17	16	29	19
timm23a_87045	30	18	35	25	18	13	19	20	19	0	23	19	45	26	15
rmi1_87046	147	125	231	235	205	137	202	184	213	0	193	192	163	157	241
sult1st5_87047	1	1	0	1	0	0	0	1	1	0	0	0	2	5	1
si:dkey-28b4.7_87048	183	130	135	126	178	194	122	125	140	0	169	143	169	147	130
vim_87049	27	19	13	13	25	25	12	18	4	0	23	21	15	19	7
tomm20b_87050	1132	997	1197	992	1144	879	1031	1262	972	0	796	1219	1219	766	872
cflara_87051	160	84	99	111	149	147	112	201	125	0	180	157	126	65	94
nr0b1_87052	0	6	1	3	0	1	2	2	0	0	3	1	0	1	1
mfsd10_87053	40	14	28	24	25	33	26	45	28	0	44	33	26	35	27
scn8aa_87054	2	5	1	4	14	7	12	8	3	0	5	7	2	1	2
sept5a_87055	9	6	3	7	3	3	3	3	7	0	7	4	8	6	2
socs2_87056	0	5	0	0	0	10	5	0	8	0	2	1	2	5	5
gabpb1_87057	25	20	27	27	33	43	31	26	32	0	38	37	31	22	36
rbm6_87058	206	129	144	122	156	293	153	172	90	0	376	141	209	87	86
csrp1a_87059	7	11	8	4	7	18	9	15	16	0	8	6	8	6	8
tk1_87060	177	142	169	197	193	257	173	211	125	1	224	182	273	167	136
cdk2_87061	545	589	898	1162	1017	334	758	761	1029	0	401	827	803	1029	1170
dld_87062	1228	1230	1599	1952	2067	971	1702	1459	1951	1	1065	1522	1580	1468	2163
foxa1_87063	62	51	70	46	56	80	68	93	45	0	102	69	74	37	45
pcm1_87064	406	362	346	388	424	431	438	454	323	0	371	338	522	230	364
PCDH8_87065	6	2	3	1	10	3	1	3	1	0	0	6	5	8	16
cisd1_87066	102	91	122	98	93	65	111	141	149	0	87	129	139	149	89
nck1b_87067	76	58	82	66	60	97	50	72	78	0	108	69	85	62	44
actn2b_87068	34	35	50	49	51	34	50	46	88	0	39	74	37	81	63
avp_87069	2	3	2	0	7	8	2	3	0	0	0	4	5	3	3
eif5_87070	133	87	136	93	89	87	90	154	75	0	111	103	175	104	75
stoml2_87071	32	8	19	11	10	18	21	31	10	0	18	16	24	12	20
usp7_87072	491	476	752	670	703	411	649	556	751	0	369	657	628	757	695
si:cabz01071911.3_87073	49	29	46	51	50	77	66	85	62	0	96	64	92	50	42
plin1_87074	1	5	0	0	6	0	4	2	1	0	1	8	4	0	6
sel1l_87075	6	8	8	0	8	13	11	7	7	0	8	15	10	3	7
CU927890.1_87076	27	23	9	11	8	10	11	8	8	0	21	18	26	11	13
trim2a_87077	3	3	4	12	12	10	11	7	6	0	3	2	2	4	7
ncapg2_87078	148	178	216	287	261	358	191	218	264	0	270	231	275	261	168
blmh_87079	110	116	174	88	86	101	89	145	115	0	114	150	164	113	79
cep55l_87080	234	207	300	340	316	231	282	235	291	0	233	251	256	315	259
dffa_87081	12	11	5	6	9	10	8	8	5	0	9	9	14	14	5
lypla1_87082	0	1	1	0	0	1	2	3	1	0	0	1	1	1	1
c1qbp_87083	562	487	625	582	539	964	669	775	499	0	807	560	779	364	483
slc39a10_87084	11	1	8	0	4	3	6	0	2	0	4	2	3	1	6
btr30_87085	28	21	12	11	13	61	29	32	13	0	48	27	18	11	9
ngfa_87086	3	4	7	7	10	1	5	2	4	0	4	6	3	4	5
aldh1l1_87087	70	50	17	23	60	77	73	70	11	0	77	55	65	36	33
pde4cb_87088	30	13	18	37	33	19	22	32	19	0	43	22	22	18	29
csnk1e_87089	2	4	8	4	6	8	3	2	4	0	3	1	9	2	6
zgc:171779_87090	3	2	1	3	1	6	1	4	2	0	3	2	2	2	7
chst11_87091	0	7	0	3	5	1	2	2	1	0	1	0	7	0	1
camk2a_87092	1	2	1	0	2	2	0	0	1	0	3	4	1	2	1
rpl28_87093	1	759	1580	8	2	1	645	1118	2438	0	0	799	22	12	4
gins3_87094	270	176	315	211	234	289	292	342	353	1	305	302	370	236	247
fbxo11a_87095	352	345	432	500	511	429	570	354	504	0	364	489	469	414	374
acsl5_87096	4	4	3	0	3	11	6	10	0	0	2	3	4	3	0
pik3c2b_87097	31	24	27	42	35	48	38	38	9	0	25	26	54	26	16
zgc:101564_87098	13	18	29	15	16	20	33	43	22	0	13	22	25	19	19
rfx2_87099	4	2	4	0	2	1	7	1	5	0	6	7	3	8	6
slco2b1_87100	87	83	76	107	123	108	142	134	125	0	84	109	80	100	116
gsk3b_87101	18	9	19	11	13	13	12	20	10	0	14	8	11	8	1
rrp8_87102	86	49	118	102	159	82	46	91	174	0	99	97	125	118	186
eef2k_87103	102	54	95	58	76	174	63	119	51	0	189	78	97	50	48
laptm5_87104	9	2	4	8	9	14	3	4	2	0	2	5	3	2	1
meis3_87105	1697	1244	1850	1788	2182	1309	1743	1797	2022	2	1636	1729	1681	1933	2261
rrp1_87106	23	12	21	18	16	34	17	24	19	0	19	16	31	15	13
smim15_87107	3	2	1	0	0	0	2	6	5	0	2	1	1	0	2
il10_87108	6	3	1	2	1	0	2	0	3	0	5	5	1	7	5
si:dkey-40c23.2_87109	0	3	4	0	0	0	2	3	2	0	0	1	5	7	3
pmvk_87110	23	14	15	5	21	13	11	27	12	0	20	16	19	25	15
phkg2_87111	22	22	37	26	28	53	36	43	29	0	16	38	64	44	30
ighmbp2_87112	0	3	1	2	1	4	0	1	0	0	0	3	1	3	3
si:ch1073-153i20.4_87113	1031	581	826	673	890	2077	755	1253	658	0	1359	682	1593	786	455
chrna7_87114	4	0	0	2	3	3	4	1	1	0	4	2	5	2	7
foxo3b_87115	112	102	305	186	153	96	148	138	241	0	116	141	126	191	149
tagln_87116	0	1	0	0	0	0	1	0	2	0	0	0	0	1	5
slc38a3b_87117	20	18	15	20	12	21	11	17	13	0	18	14	7	18	22
prpf4_87118	193	153	197	191	159	178	167	188	189	1	199	189	221	157	137
tacc3_87119	108	114	148	90	138	86	117	115	138	0	94	148	149	145	131
si:dkey-30c15.12_87120	1	2	2	4	3	1	3	0	5	0	1	6	2	8	4
rps27l_87121	784	513	1850	449	694	442	667	929	953	0	557	701	827	1030	665
tmem185_87122	111	85	84	119	84	123	79	80	53	0	77	92	95	65	66
fzd10_87123	0	0	0	4	4	7	1	6	1	0	3	0	4	3	3
cyp2k22_87124	0	0	1	0	2	3	0	6	1	0	0	0	2	1	3
casp8_87125	58	53	235	114	82	63	64	100	120	0	96	67	105	152	45
gcga_87126	7	9	9	14	11	27	14	26	18	0	10	12	16	20	11
slc4a1a_87127	12	16	7	20	14	28	12	11	12	1	6	8	21	4	11
lpcat2_87128	74	50	82	86	71	103	55	73	83	0	53	76	89	140	107
c1qa_87129	3	4	8	8	9	0	4	4	5	0	2	11	9	8	7
reep5_87130	694	584	956	933	1012	497	884	788	1274	0	411	904	698	1177	1140
mrpl12_87131	154	121	228	160	192	102	199	116	297	0	86	176	137	220	227
creb1a_87132	114	72	100	105	107	140	122	136	90	0	118	102	117	105	63
wdr3_87133	285	246	269	236	234	389	285	289	240	0	328	294	305	222	217
zgc:171226_87134	2	0	2	0	2	0	1	0	0	0	1	2	1	0	3
polq_87135	44	20	41	36	43	75	33	40	31	0	42	38	45	32	30
tnfrsf1a_87136	12	25	30	29	15	10	18	7	31	0	22	33	28	19	21
map3k4_87137	789	641	908	1030	1074	829	1089	958	1118	0	685	905	933	775	1004
nod2_87138	24	20	6	26	6	5	24	12	21	0	9	22	21	19	13
asb3_87139	27	26	23	30	20	45	22	43	39	0	28	22	36	31	20
cfl2_87140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
btr25_87141	14	16	4	15	13	16	18	27	14	0	3	10	9	9	11
chata_87142	5	1	1	1	3	0	1	3	1	0	3	6	2	0	3
psmc3_87143	1940	1955	3218	2896	2510	1326	2717	2727	3348	1	1410	2698	2873	3337	3151
b3galt6_87144	52	40	66	54	54	80	37	45	46	0	55	51	75	52	35
dhx15_87145	76	69	55	50	53	117	55	80	51	0	94	48	73	71	29
zfand3_87146	30	20	27	20	15	47	21	11	12	0	40	15	35	13	7
gpr17_87147	3	1	1	3	1	0	0	2	3	0	1	0	1	2	4
stmn1a_87148	231	200	380	278	272	237	273	312	265	0	213	287	407	332	223
cyp7a1_87149	0	0	1	2	0	3	6	0	2	0	3	4	0	0	0
fen1_87150	489	463	711	741	683	565	582	595	714	1	513	703	635	710	646
prune_87151	10	4	7	14	8	13	10	20	6	0	18	8	15	14	10
mdkb_87152	63	42	58	18	47	34	53	60	40	0	48	38	65	49	30
slc1a4_87153	2	1	11	10	2	9	5	9	4	0	5	9	6	1	7
myh11a_87154	3	2	1	2	4	3	2	4	4	0	2	0	7	5	2
itm2cb_87155	4	3	1	4	2	5	5	6	7	0	6	1	2	1	4
etfb_87156	1033	772	985	786	824	1176	870	1408	795	2	1209	961	1163	757	684
polh_87157	9	5	3	9	7	26	21	13	3	0	19	13	11	9	6
tfeb_87158	7	0	1	4	0	5	3	4	0	0	5	3	7	2	3
faslg_87159	1	0	1	0	1	2	4	0	0	0	2	0	0	0	2
nudt9_87160	17	11	15	16	18	10	24	11	8	0	15	17	34	19	18
g3bp1_87161	274	237	373	182	199	230	277	271	244	1	235	291	330	256	142
dnaaf1_87162	3	8	1	8	2	7	2	3	7	0	1	3	2	1	1
psmg1_87163	278	150	183	168	157	197	184	167	210	0	205	178	278	184	130
mycbp2_87164	106	87	373	435	145	215	120	326	93	0	453	115	15	405	188
pvrl2l_87165	13	31	51	36	75	23	51	84	40	0	29	37	43	32	30
exosc5_87166	109	98	124	114	111	69	123	100	111	0	68	140	119	163	110
fmo5_87167	327	134	243	377	270	225	244	262	363	0	246	258	285	443	384
plp2_87168	25	10	14	27	14	31	12	23	6	0	24	22	24	20	16
nanog_87169	2	2	0	2	1	2	1	2	1	0	0	4	0	2	1
plac8.1_87170	2	1	0	2	1	3	0	0	0	0	0	1	1	2	2
spen_87171	130	116	147	137	150	182	99	174	102	0	169	84	195	117	111
pygo1_87172	1	2	4	6	13	6	2	6	5	0	1	5	6	8	5
SMARCA4_87173	9	7	8	3	4	8	1	11	9	0	1	2	11	6	7
cab39_87174	92	68	79	81	60	106	64	108	75	0	104	101	114	73	73
si:busm1-228j01.4_87175	6	1	0	1	3	0	4	4	3	0	0	4	3	4	4
eif1axa_87176	289	320	485	402	426	245	404	386	420	0	212	367	409	411	349
epdr1_87177	25	28	25	17	35	43	21	38	27	0	24	19	30	30	30
smarcc1a_87178	2785	2485	3583	3867	4242	2993	3800	3212	4119	4	2853	3414	3305	3789	4404
cga_87179	3	1	1	0	3	1	2	5	3	0	1	3	2	2	4
camk2b1_87180	8	5	4	7	4	17	9	9	7	0	7	6	4	3	10
gabrb3_87181	5	4	4	1	0	2	5	1	1	0	0	1	8	0	3
ssbp2_87182	3	2	0	1	1	7	4	7	1	0	5	0	3	2	2
sst2_87183	0	0	4	3	0	2	3	3	4	0	3	0	3	0	0
gxylt1b_87184	21	24	28	33	32	28	36	26	25	0	20	21	40	34	25
dnmt3bb.2_87185	2	3	0	4	0	0	5	5	1	0	2	0	5	2	1
rpa2_87186	87	85	93	61	77	120	91	141	63	0	116	97	117	88	44
si:ch211-161n3.3_87187	1	1	0	2	2	3	4	8	2	0	0	4	3	3	8
hadh_87188	631	642	914	732	593	528	790	1276	762	0	783	922	983	860	539
mrps23_87189	14	13	18	11	15	5	7	16	25	0	5	13	13	24	7
slc2a13b_87190	7	1	0	2	1	1	2	8	2	0	0	5	5	0	2
smarca4a_87191	32	20	25	22	20	44	25	45	12	0	31	22	28	20	20
si:busm1-194e12.8_87192	1	0	0	0	1	1	3	2	0	0	1	0	1	2	1
sla1_87193	8	8	5	10	24	16	15	7	9	0	20	10	24	13	6
srgn_87194	3	2	4	4	3	2	4	4	2	0	3	4	4	5	6
enoph1_87195	0	1	7	4	1	1	3	0	3	0	1	2	0	1	3
rheb_87196	56	75	97	97	104	137	59	144	84	0	130	80	95	45	83
parp2_87197	1	3	5	4	0	3	10	3	3	0	4	3	3	4	3
znf131_87198	302	296	407	392	385	419	391	319	303	0	411	360	373	318	314
pik3r1_87199	692	393	730	637	433	1293	592	832	556	0	1056	501	695	492	332
lims1_87200	493	419	493	484	527	622	586	503	541	0	593	513	501	443	392
dbh_87201	0	0	2	0	6	0	0	3	5	0	7	4	3	6	0
si:ch211-217k17.7_87202	131	46	72	74	45	162	49	106	56	0	148	85	73	58	50
rpl35_87203	11416	10362	13900	14079	13759	11472	13424	14220	15531	10	10807	13437	16344	15566	13031
atp5md_87204	179	158	213	115	140	141	134	182	140	0	122	132	245	165	97
si:ch211-226o13.1_87205	316	262	174	308	288	616	290	297	270	0	493	258	297	268	345
adma_87206	15	10	9	8	17	16	18	9	12	0	8	5	13	8	16
vamp2_87207	142	146	185	140	186	102	114	173	126	0	161	169	153	196	168
aldoca_87208	3	7	0	2	4	10	6	9	1	0	3	2	7	7	7
