X	DMSO_24h_run1	DMSO_24h_run2	DMSO_24h_run3	DMSO_24h_run4	DMSO_24h_run5	NK_24h_run1	NK_24h_run2	NK_24h_run3	NK_24h_run4	NK_24h_run5	VPA_1.2EC10_24h_run1	VPA_1.2EC10_24h_run2	VPA_1.2EC10_24h_run3	VPA_1.2EC10_24h_run4	VPA_1.2EC10_24h_run5
pccb_85711	4	6	2	9	0	14	8	6	15	7	2	5	10	18	10
endog_85712	61	135	109	135	0	103	114	91	123	73	42	75	127	133	129
ggcx_85713	946	778	1011	1096	2	849	897	920	1111	1058	500	698	1054	1101	1025
anxa5b_85714	54	108	170	113	0	67	167	140	173	122	33	66	110	171	139
hexa_85715	1	2	2	1	0	6	0	4	6	5	3	1	1	5	0
mob4_85716	290	377	319	488	0	210	391	343	458	533	135	207	349	454	506
ikbkb_85717	3	4	4	1	0	5	4	5	5	3	0	3	0	5	6
slc2a1b_85718	44	21	28	3	0	17	11	15	4	3	28	8	5	4	19
nipsnap1_85719	42	14	38	23	0	37	30	40	25	15	17	20	16	14	17
myl12.2_85720	51	31	47	33	0	78	30	63	28	15	26	25	43	32	35
abcb4_85721	0	1	0	0	0	2	2	3	2	2	3	4	8	3	4
CABZ01032488.1_85722	3	1	5	2	0	0	1	1	0	12	1	2	7	1	6
trappc3_85723	266	168	274	206	0	311	220	267	253	175	149	158	263	182	228
oxsr1b_85724	25	17	13	20	0	21	11	29	13	9	14	14	33	13	19
pafah1b3_85725	0	0	0	1	0	0	1	1	0	4	2	3	0	1	7
mif_85726	10	8	2	4	0	4	10	5	7	3	6	5	6	3	6
lyrm1_85727	2	2	2	3	0	3	4	7	1	0	8	0	8	1	2
kremen1_85728	138	158	167	109	0	146	117	166	123	120	83	80	156	135	111
gria2b_85729	1	5	18	16	0	3	4	5	3	5	7	4	7	9	5
socs1a_85730	14	8	10	9	0	6	4	7	13	11	4	6	9	9	11
gnas_85731	1	0	4	6	0	9	1	5	2	6	8	3	3	5	0
stk10_85732	16	23	10	11	0	30	15	7	8	3	9	8	18	5	11
myo10_85733	1	2	1	2	0	1	1	5	0	0	0	4	1	1	3
pmm2_85734	0	4	4	0	0	3	0	0	3	0	0	1	4	2	0
avpr2l_85735	2	2	0	3	0	0	3	1	1	3	0	3	2	2	0
GLB1L2_85736	5	4	7	1	0	5	6	10	8	1	0	5	3	2	5
eef1g_85737	16425	26252	21904	28081	18	16603	24215	24042	24368	28370	10222	16322	25230	29935	33612
si:dkey-25o16.4_85738	402	470	295	469	0	271	333	341	447	511	213	227	400	479	564
hbae3_85739	18	13	20	14	0	12	14	19	16	12	2	4	14	9	16
dhdds_85740	42	17	16	14	0	16	24	24	16	13	16	14	23	17	9
slc38a3a_85741	3	5	3	11	0	1	1	7	5	6	0	1	4	10	8
lamp1b_85742	108	126	120	166	0	92	133	149	175	130	72	74	133	140	131
stc1_85743	0	3	0	0	0	1	2	2	4	0	0	2	0	2	0
tnfsf10_85744	46	57	67	49	0	32	51	73	54	48	57	34	64	68	54
btr20_85745	27	31	57	29	0	3	13	22	23	39	4	29	59	62	34
cebpb_85746	38	12	12	13	0	21	11	13	16	9	4	3	8	9	11
btr31_85747	3	0	3	0	0	0	0	2	0	0	0	0	0	0	0
slc51a_85748	15	5	5	8	0	5	2	5	2	8	8	4	16	6	5
dmtf1_85749	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
esrp1_85750	3	2	2	1	0	0	6	6	5	8	0	2	7	1	0
gna11a_85751	20	11	10	3	0	6	11	15	4	2	3	7	11	4	3
bida_85752	265	346	356	368	0	251	368	394	368	333	223	208	342	401	399
prss23_85753	22	23	35	22	0	20	14	39	19	11	12	12	28	15	19
ahrra_85754	2	2	3	1	0	0	2	0	2	1	8	1	6	0	1
cyp2aa2_85755	28	33	11	16	0	29	29	14	22	11	30	26	15	22	7
vtg1_85756	2	3	0	2	0	1	4	1	1	8	0	3	3	2	0
amh_85757	1	5	2	5	0	0	0	2	1	8	1	1	4	2	6
hhip_85758	16	0	2	3	0	8	1	4	1	3	0	1	3	1	0
vtnb_85759	111	94	211	113	1	125	107	151	173	174	47	99	124	144	164
adgrg1_85760	243	224	183	154	0	251	205	253	209	197	191	128	185	212	254
rhol_85761	0	2	3	2	0	2	3	3	0	2	0	1	6	1	2
ngfb_85762	1	2	2	1	0	1	1	1	2	2	1	1	7	1	7
ei24_85763	10	7	11	8	0	7	12	15	14	14	6	8	28	21	13
tiam1a_85764	72	58	63	43	0	73	56	79	45	32	42	35	40	39	36
slc6a6a_85765	1	3	0	1	0	4	7	0	4	3	2	0	4	1	0
notch2_85766	100	56	77	43	0	82	60	93	50	51	38	46	77	58	51
htr1b_85767	0	4	5	2	0	2	0	2	2	5	7	8	14	5	3
slc1a3a_85768	1814	2140	2254	1972	1	2581	2100	2474	1653	2381	1313	1542	2580	2154	2409
rrm2b_85769	42	20	33	43	0	32	29	57	35	32	23	16	28	38	42
adgrg3_85770	3	2	3	2	0	1	1	1	2	0	1	5	4	2	0
polb_85771	202	341	291	417	0	199	290	310	386	380	181	164	281	341	396
edem1_85772	118	81	106	79	0	83	106	82	67	73	45	46	94	77	64
si:ch211-241e1.3_85773	4	3	0	0	0	2	3	1	4	0	0	0	2	6	6
rictorb_85774	113	37	61	34	0	131	25	72	28	30	52	14	56	31	26
per2_85775	119	40	94	42	0	99	47	80	46	28	55	20	54	32	35
cox6c_85776	286	280	835	738	0	199	281	307	651	122	49	370	506	716	287
grk1a_85777	1	5	6	3	0	6	1	2	7	6	5	4	6	3	3
eif2b1_85778	99	45	72	38	0	98	54	67	44	22	45	23	72	33	38
slc6a3_85779	3	2	1	2	0	5	2	2	2	4	1	3	8	3	4
xpc_85780	2	0	6	4	0	1	1	7	3	4	3	4	0	1	3
tsta3_85781	219	271	299	266	0	287	279	327	251	222	168	180	267	306	272
pcbd1_85782	3	1	2	4	0	1	2	5	1	3	0	3	2	3	0
p2ry10_85783	0	1	3	1	0	5	2	1	8	1	3	3	3	0	1
iars2_85784	35	29	23	14	0	38	27	23	18	35	18	15	31	30	37
RANBP2_85785	1488	876	1021	720	0	1179	847	953	720	742	711	494	811	671	799
fkbp1aa_85786	5192	3465	3970	3544	5	5527	3662	3826	2944	2847	2023	2151	3919	3485	3721
prkab1a_85787	191	194	228	240	1	177	216	174	134	230	84	158	216	239	218
sesn2_85788	108	82	63	64	0	61	83	83	77	58	47	51	96	103	89
toporsa_85789	71	117	96	104	0	104	129	107	101	107	60	69	116	110	96
pnp5a_85790	41	16	39	8	0	21	9	11	14	16	10	6	4	12	5
drd1a_85791	2	0	4	2	1	4	1	7	3	1	0	5	1	2	2
fgfr2_85792	302	119	183	148	0	280	158	250	171	81	125	68	230	142	104
dlgap4a_85793	19	19	27	12	0	29	15	22	15	7	12	8	15	13	19
itgb1a_85794	4	2	1	0	0	0	1	3	1	2	1	2	2	1	2
kcnk17_85795	0	0	2	0	0	0	1	1	1	1	0	1	1	0	2
coro1a_85796	8	5	4	12	0	13	11	13	8	5	10	8	8	4	7
zgc:64002_85797	2	2	4	0	0	6	2	1	2	4	1	3	6	1	0
washc5_85798	217	359	324	418	0	240	290	267	229	321	188	221	234	344	393
plod3_85799	289	122	151	65	0	237	127	72	32	68	103	71	142	80	61
nt5e_85800	2	11	6	3	0	4	5	0	3	2	2	3	7	1	0
ddit4_85801	43	15	29	16	0	49	11	25	8	16	25	14	19	18	19
prss1_85802	11	6	16	15	0	21	23	17	31	17	11	15	18	24	16
c1r_85803	9	5	3	0	0	3	5	3	3	7	0	5	4	11	4
kcnq3_85804	9	1	1	2	0	10	2	3	0	0	3	0	3	2	2
XKR4_85805	15	5	22	4	0	15	15	7	11	8	12	11	29	5	13
si:ch211-171h4.6_85806	2	1	0	1	0	5	1	2	2	4	1	1	2	1	0
per3_85807	303	286	237	323	0	283	287	261	223	309	142	191	280	310	339
lef1_85808	4	5	16	4	0	23	6	5	9	2	7	5	10	6	7
ets1_85809	19	4	4	8	0	3	4	15	6	5	6	2	6	7	1
gzm3.4_85810	3	0	0	0	0	2	3	0	6	0	1	0	0	0	1
smad5_85811	9	8	4	1	0	11	10	2	3	5	13	3	2	10	3
bzw1b_85812	179	31	8	26	0	40	31	6	49	1	4	34	58	65	28
si:dkey-211g8.1_85813	0	2	5	3	0	2	2	5	2	0	1	0	1	3	1
cyp4f3_85814	3	2	1	3	0	4	0	1	7	6	1	10	3	9	3
h1f0_85815	13	8	13	7	0	15	9	18	3	13	14	6	18	6	4
gdf7_85816	5	6	4	8	0	6	1	9	3	6	2	5	6	1	13
egr1_85817	6	9	6	9	0	5	7	8	8	17	0	10	9	8	14
her9_85818	0	23	3	8	0	12	17	3	7	6	13	3	11	2	3
hmgb1a_85819	416	230	337	105	0	418	185	305	236	197	265	131	259	127	219
grin3bb_85820	10	29	5	21	0	10	16	13	7	15	0	2	14	18	11
kif13a_85821	102	121	67	58	0	60	61	93	71	58	68	40	58	58	69
mbpb_85822	35	33	22	22	0	30	22	33	22	13	12	13	33	24	9
dub_85823	12	13	16	6	0	9	23	15	17	5	3	4	10	6	15
si:dkey-21h14.3_85824	10	9	8	8	0	12	14	4	18	8	7	15	14	18	15
si:dkey-251i10.1_85825	12	14	18	11	0	15	22	19	12	12	8	8	17	8	11
slc2a6_85826	0	0	0	1	0	2	0	1	0	0	0	3	0	0	2
map3k5_85827	1	4	4	1	0	3	2	3	5	3	0	0	3	0	1
wisp1a_85828	0	1	5	2	0	2	1	3	3	0	1	0	7	4	4
rpa3_85829	113	120	166	124	0	64	122	165	174	123	100	64	154	116	125
hdac1_85830	4046	3468	3381	3261	4	3734	3160	3644	3113	3027	1989	2132	3017	3012	3480
sema5a_85831	20	8	5	14	0	18	9	13	11	8	5	3	19	10	13
ptpn6_85832	2	3	1	3	0	7	3	2	7	3	5	0	4	2	3
bub3_85833	526	649	620	811	0	508	722	752	660	714	404	416	684	707	881
bcl6a_85834	44	32	57	61	0	24	54	74	55	74	13	38	54	79	113
pdia6_85835	355	717	544	818	0	604	722	539	956	696	239	611	633	690	642
si:dkey-219e21.2_85836	3	4	6	3	0	8	9	6	0	9	4	2	6	6	1
zgc:113921_85837	168	60	78	39	0	140	61	53	29	28	107	43	64	35	48
igl3v2_85838	5	5	0	7	0	3	5	5	0	6	1	2	3	1	5
ywhaz_85839	93	97	137	103	0	102	117	158	140	89	98	62	125	99	99
nuak2_85840	22	6	11	5	0	18	5	7	9	16	6	8	7	7	7
bnip3_85841	9	7	15	3	0	14	8	12	7	12	7	6	6	7	12
eif3k_85842	634	561	766	401	0	714	532	797	471	197	291	251	393	406	191
mad2l1_85843	380	410	540	424	1	343	544	503	519	392	301	253	487	425	387
amigo1_85844	0	0	3	1	0	1	2	1	1	0	2	0	2	3	5
usp1_85845	64	31	53	25	0	53	23	55	26	17	52	21	46	26	35
hsd3b7_85846	34	8	18	6	0	18	8	12	9	4	12	5	19	8	8
mthfd1a_85847	10	3	13	7	0	10	10	12	14	7	9	3	11	11	12
tuba1b_85848	46	15	44	13	0	38	53	19	17	19	10	13	58	28	14
psmb10_85849	55	30	11	23	0	69	30	28	18	4	45	12	51	25	7
acbd3_85850	33	29	57	38	1	18	21	48	21	18	14	15	31	22	27
aurka_85851	167	166	192	147	1	149	175	233	155	102	125	85	165	113	159
col11a2_85852	7	17	22	14	0	18	19	19	16	6	23	9	15	16	7
col5a1_85853	102	43	62	39	0	111	55	53	23	24	63	13	40	34	37
sh2d1ab_85854	0	1	6	17	0	0	0	0	0	0	4	0	23	0	10
cuedc2_85855	16	22	27	24	0	9	25	30	33	13	10	13	16	12	14
knl1_85856	25	34	23	64	0	28	58	51	54	35	28	22	43	51	62
agtrap_85857	16	34	18	70	0	15	32	18	115	63	11	10	28	61	57
cdkn1bb_85858	280	140	260	52	1	258	217	209	67	65	205	89	135	39	123
calua_85859	3	4	4	10	0	4	10	2	7	6	2	6	7	4	11
dusp4_85860	4	3	4	3	0	4	6	0	1	10	1	1	2	1	10
ptprk_85861	1	4	0	0	0	3	1	0	0	0	0	1	0	0	1
pdlim1_85862	190	171	201	153	0	202	202	247	196	144	115	127	192	197	177
rnps1_85863	68	44	32	39	0	66	54	68	55	33	29	17	38	30	27
gemin5_85864	56	18	30	31	0	49	20	40	13	21	22	9	27	19	18
fermt2_85865	18	11	9	16	0	10	10	20	18	6	7	4	12	6	1
igfbp6a_85866	0	1	4	1	0	0	3	0	0	3	0	4	2	1	2
ddr2l_85867	37	11	17	5	0	20	12	18	1	8	8	10	12	9	15
slc5a3b_85868	26	23	23	11	0	30	14	28	33	8	19	16	8	10	9
macf1a_85869	393	301	323	208	0	329	264	339	198	183	261	181	268	291	294
mhc2b_85870	0	0	0	0	0	1	0	0	1	1	0	2	1	0	0
si:ch211-120g10.1_85871	1	1	1	2	0	0	2	3	4	2	3	3	9	7	1
dusp6_85872	227	250	168	313	0	260	325	292	245	202	109	169	303	271	175
vtg4_85873	5	4	0	1	0	2	2	0	4	2	0	3	5	2	1
topbp1_85874	74	45	57	29	0	69	48	84	34	50	46	29	38	28	46
ebp_85875	10	15	12	24	0	8	9	15	18	11	5	11	16	18	25
dhx29_85876	25	15	25	6	0	22	11	15	8	12	12	7	13	8	6
si:ch73-364h19.2_85877	1	2	2	2	0	8	1	2	4	4	0	3	7	7	5
bhlhe40_85878	16	21	15	26	0	14	23	19	13	5	32	9	28	11	13
mpeg1.1_85879	2	1	0	0	0	0	0	0	0	2	1	0	0	0	1
cdc42_85880	112	94	93	91	0	121	110	153	116	64	60	47	90	84	108
tgm8_85881	3	8	0	2	0	0	4	0	1	2	2	2	4	6	0
ahr1b_85882	14	35	42	39	0	11	29	31	35	44	30	15	29	38	40
kcnh4a_85883	0	0	0	0	0	2	1	0	1	2	0	1	3	3	2
gadd45aa_85884	0	0	0	0	0	0	1	1	4	4	2	2	5	1	0
c1d_85885	77	105	63	132	0	83	109	106	106	93	47	85	84	143	133
xpnpep3_85886	34	16	21	19	0	33	21	48	25	24	18	17	30	28	10
zgc:92137_85887	6	3	0	0	0	1	2	3	8	2	1	1	2	3	2
b3gnt2b_85888	5	3	5	5	0	0	7	1	4	3	0	3	6	6	4
grin3a_85889	4	2	2	0	0	0	1	4	1	5	0	1	4	1	0
slc29a1b_85890	4	2	0	0	0	0	1	0	3	1	0	2	3	1	2
pigf_85891	1	4	7	1	0	5	2	1	7	8	4	4	5	3	3
gstm.1_85892	88	104	63	119	0	74	105	143	161	100	59	49	98	129	97
slc16a1b_85893	45	18	20	19	0	27	17	28	43	12	20	6	15	18	26
ms4a17c.1_85894	0	1	0	2	0	4	2	0	0	2	4	0	0	0	2
fgf2_85895	12	16	23	6	0	14	5	21	7	12	7	7	17	10	14
afap1l2_85896	6	5	4	1	0	8	5	10	4	4	3	1	7	16	6
barx2_85897	20	28	31	19	0	28	14	36	28	30	9	13	25	19	17
vps72b_85898	4	2	7	0	0	2	4	2	5	1	1	1	2	5	1
cldn7a_85899	4	2	0	0	0	5	6	2	4	3	1	2	2	6	1
ddb2_85900	8	14	13	5	0	9	14	11	5	8	12	6	18	12	13
si:dkey-185e18.7_85901	24	8	18	17	0	19	10	13	10	16	6	5	16	16	8
nosip_85902	370	363	363	492	0	280	383	328	361	445	211	246	403	455	529
rap2c_85903	155	121	159	67	0	112	113	106	74	81	82	43	135	76	83
slc1a1_85904	7	1	10	8	0	4	12	14	10	8	6	14	12	15	12
hoga1_85905	13	12	26	7	0	35	16	18	14	11	21	11	17	23	9
decr1_85906	154	95	180	110	0	188	101	188	121	79	75	74	130	96	105
aasdhppt_85907	7	6	11	3	1	4	6	11	7	4	4	2	2	0	4
aip_85908	1	1	13	3	0	2	1	1	4	7	1	6	3	1	3
btr05_85909	0	1	0	7	0	3	5	2	0	3	0	0	7	0	3
arhgap1_85910	55	107	99	285	0	44	169	129	260	242	41	94	168	268	238
hsp90aa1.2_85911	208	221	412	374	0	162	228	358	373	306	73	219	279	410	346
fzd7b_85912	54	44	29	34	0	48	36	67	34	23	36	34	38	45	49
epn2_85913	25	17	24	10	0	24	11	22	16	9	4	5	15	10	8
psap_85914	169	54	68	46	0	76	64	76	60	49	47	32	69	58	36
cdk4_85915	64	18	36	26	0	60	37	42	20	9	9	23	24	19	9
mthfd2_85916	25	9	16	22	0	16	27	17	12	9	11	3	6	14	8
icn_85917	434	195	396	261	0	347	197	413	335	167	171	121	252	200	238
asb5b_85918	4	9	11	4	0	5	8	14	13	15	11	5	3	5	0
cx30.3_85919	26	16	21	18	0	26	8	23	19	11	12	16	24	14	14
eif4g1a_85920	5	8	4	3	0	5	16	6	9	6	2	1	12	8	2
bub1bb_85921	72	112	100	109	0	54	87	127	122	123	47	48	80	93	98
notch1b_85922	327	614	402	799	0	342	618	478	591	923	175	361	616	797	953
wdtc1_85923	16	5	15	8	0	15	9	18	7	16	5	15	25	12	11
gdpd3a_85924	7	9	9	11	0	9	7	9	7	5	3	7	8	10	5
KHDRBS3_85925	55	19	28	9	0	51	18	32	31	19	17	7	27	18	10
xrcc5_85926	243	201	203	311	0	157	252	280	279	234	145	138	247	255	261
fstl1b_85927	17	8	7	6	0	15	6	12	9	11	14	6	10	7	10
kcng1_85928	4	1	4	0	0	1	3	2	1	2	0	1	1	2	0
fgf21_85929	3	0	2	6	0	0	1	0	1	3	1	2	1	3	4
si:ch211-197g15.6_85930	0	2	2	0	0	2	2	2	0	0	0	2	2	0	0
camk1gb_85931	3	4	8	1	0	3	2	5	14	9	6	1	3	5	10
wu:fi04e12_85932	482	273	446	226	0	384	259	350	230	239	209	130	317	224	194
gdpd5a_85933	42	27	24	23	0	58	25	22	10	24	32	22	43	22	24
cenpf_85934	299	378	312	328	1	233	325	299	310	260	225	172	224	327	406
creb1b_85935	2	7	4	9	0	12	7	3	6	12	6	5	10	5	11
plp1a_85936	245	263	261	289	0	211	280	311	268	205	190	133	255	206	274
enpp2_85937	2	6	2	5	0	11	2	5	3	4	6	3	2	6	3
gabbr1a_85938	1	6	0	6	0	1	0	3	2	2	0	3	9	8	9
si:zfos-2070c2.3_85939	4	0	4	3	0	0	0	1	3	1	2	0	1	0	1
acsl1a_85940	224	286	254	324	0	187	245	330	285	346	102	177	313	377	412
nsfa_85941	20	19	15	6	0	16	14	17	10	12	5	1	11	9	15
usp14_85942	325	504	598	508	0	378	553	629	607	369	244	268	470	502	518
ephb2a_85943	46	39	20	48	0	49	41	40	25	38	19	22	33	42	52
wrb_85944	20	17	25	12	0	15	13	37	11	10	18	6	18	4	14
dapk1_85945	56	25	25	18	0	66	33	25	27	24	25	14	27	10	29
cebpz_85946	258	335	255	376	0	255	326	321	341	388	188	199	306	351	428
slc7a6_85947	11	1	11	2	0	8	6	7	18	7	5	2	12	12	11
tnfrsfa_85948	14	2	6	6	0	7	13	11	4	12	1	7	7	6	9
senp6a_85949	297	128	146	82	0	259	131	165	81	81	106	82	135	80	80
bdnf_85950	3	7	7	9	0	5	7	6	4	16	2	2	16	5	4
mnat1_85951	40	41	35	39	0	32	49	58	53	33	10	26	55	49	41
abcc4_85952	67	88	111	104	0	97	77	75	66	108	48	76	76	63	116
cerk_85953	141	108	129	90	0	127	88	115	82	75	42	65	93	105	102
pik3ca_85954	70	23	36	23	0	41	13	37	12	18	26	15	18	11	21
trim47_85955	10	21	10	11	0	12	20	20	15	12	10	3	10	17	21
ifngr1l_85956	19	3	1	5	0	11	6	13	3	0	4	7	4	4	10
abcb6a_85957	24	14	16	10	0	31	15	29	8	16	28	6	13	11	18
fam57a_85958	78	111	186	143	1	75	131	156	177	94	47	78	103	106	145
pycr1a_85959	1	5	1	4	0	3	1	6	3	1	6	3	8	8	3
rpia_85960	123	4	22	29	0	44	17	22	12	7	16	31	13	43	7
srsf7b_85961	3	1	2	4	0	0	6	0	1	5	1	3	3	3	4
scn8ab_85962	35	30	23	18	0	22	21	26	15	26	27	26	29	15	21
smc2_85963	579	353	458	234	0	577	325	473	290	247	314	168	352	265	275
nmur1b_85964	4	0	2	0	0	0	5	0	4	3	0	1	0	3	2
acadvl_85965	13	15	18	20	0	13	25	14	9	15	8	4	21	4	13
elovl6_85966	15	24	32	32	0	21	20	39	30	13	7	13	20	31	25
znf367_85967	162	58	109	52	0	104	89	122	34	51	76	45	88	43	47
gnb1a_85968	16	8	5	11	0	11	2	12	2	10	1	5	8	5	6
slc1a2b_85969	10	6	22	5	0	1	7	11	22	4	0	4	7	8	12
rbm47_85970	117	53	56	37	0	88	50	67	74	48	44	16	67	58	65
cdk5r1b_85971	11	3	7	3	0	1	6	5	14	4	1	5	6	13	4
mrpl3_85972	9	11	24	12	0	4	10	13	17	17	3	1	19	11	15
eif3c_85973	76	69	84	50	0	70	52	65	51	31	42	32	51	29	22
tnip1_85974	539	268	302	212	0	533	312	363	197	207	264	169	364	209	239
ints6l_85975	6	9	3	4	0	39	22	1	15	6	20	23	8	17	1
actl6a_85976	547	962	678	1131	1	575	942	880	1191	1076	352	580	819	957	1116
cdkn3_85977	39	41	28	36	0	36	28	28	34	25	30	25	41	48	26
hectd2_85978	8	14	15	3	0	7	12	10	12	9	5	10	3	9	14
impdh2_85979	207	224	230	192	0	186	201	251	226	197	94	135	211	242	213
cct6a_85980	4468	8536	6460	9243	1	4544	6899	6512	7871	8567	3407	5770	6500	9460	10324
cltcl1_85981	22	12	14	10	0	17	13	8	11	7	1	3	15	20	9
rai14_85982	209	127	155	137	0	185	173	135	147	164	85	126	173	139	181
angpt1_85983	49	19	66	32	0	33	37	48	31	48	20	21	31	48	31
slc25a6_85984	2	4	3	1	0	3	3	2	3	3	1	0	1	0	6
usp6nl_85985	68	128	143	89	0	63	122	125	100	122	99	43	82	105	114
pnkp_85986	161	252	189	285	0	228	292	258	229	252	160	187	239	260	342
slc7a1_85987	0	2	0	5	0	2	4	4	2	2	0	2	5	2	3
bzw1a_85988	139	183	206	154	0	188	192	249	143	143	138	109	126	125	150
pcdh2ab5_85989	9	2	8	3	0	4	3	3	8	4	3	2	5	8	2
mrpl13_85990	219	199	211	205	1	217	227	274	209	157	124	108	204	165	212
smo_85991	388	324	381	286	0	394	338	425	251	190	306	187	313	228	297
lsr_85992	3	7	3	1	0	0	1	2	4	1	0	1	3	6	2
arf4a_85993	5	2	1	4	0	2	1	3	4	2	2	2	3	2	4
tm2d2_85994	177	94	116	87	0	182	75	104	88	60	53	64	108	70	61
dera_85995	99	77	115	115	0	80	100	76	83	63	39	51	73	113	90
LEPROTL1_85996	260	130	140	188	0	184	170	197	195	138	137	105	209	193	154
mrpl36_85997	17	30	14	102	0	26	51	28	93	63	19	22	54	71	63
akip1_85998	0	2	0	1	0	0	2	0	1	0	0	0	1	1	3
racgap1_85999	54	53	40	26	0	35	41	70	33	22	41	25	33	15	29
b4galt5_86000	3	8	2	7	0	6	3	3	1	2	9	1	9	2	4
adarb1a_86001	13	15	14	15	0	10	12	15	8	5	1	4	27	11	10
cmss1_86002	6	8	4	5	0	0	8	6	6	6	4	1	8	8	0
hist1h2a4_86003	593	21	133	93	0	35	70	284	88	46	160	81	142	51	60
cyp11a1_86004	11	3	2	5	0	0	0	0	8	7	7	0	8	9	3
hmox2b_86005	120	69	106	69	0	98	71	115	35	74	37	93	110	70	108
cyp1b1_86006	3	3	1	4	0	4	3	6	7	5	0	1	6	2	0
pdlim4_86007	3	4	7	6	0	2	12	3	10	7	3	2	9	7	8
ahrrb_86008	2	4	0	0	0	1	7	3	2	2	0	0	3	4	1
tfap2c_86009	161	141	126	90	0	108	112	173	113	111	65	73	135	105	118
zic2a_86010	176	189	213	168	0	234	197	209	171	172	164	112	216	173	185
mbtps1_86011	64	39	55	29	0	62	51	77	45	21	37	20	55	44	18
fpgt_86012	0	5	2	1	0	2	4	3	2	2	0	1	6	2	1
snap25a_86013	25	5	0	1	0	15	9	3	0	3	13	3	6	6	1
cecr2_86014	414	335	375	352	0	350	284	502	218	212	134	282	422	271	379
mindy1_86015	134	88	126	56	0	109	74	99	59	51	46	54	80	66	77
gpc1a_86016	30	20	11	27	0	20	22	24	36	26	13	16	38	28	19
ebna1bp2_86017	385	502	561	551	0	399	619	620	689	476	268	294	534	478	540
txndc9_86018	389	347	304	423	0	305	654	468	516	554	433	236	335	327	543
wnt2_86019	1	2	1	3	0	1	4	0	2	0	1	0	6	3	2
nck2b_86020	151	227	176	235	0	172	194	185	153	228	83	163	185	219	224
e2f8_86021	219	210	208	135	0	241	199	232	130	108	152	87	178	150	155
mmadhc_86022	172	160	169	281	0	165	201	185	298	253	135	147	212	292	373
chrd_86023	38	36	36	22	0	57	24	23	17	45	10	9	32	25	24
tent5c_86024	123	130	90	135	0	106	160	97	116	174	72	82	98	129	156
ace_86025	4	5	5	5	0	3	5	5	1	4	1	0	10	6	1
rpn1_86026	179	114	103	124	0	154	166	148	127	120	83	73	131	116	105
duox2_86027	33	16	9	37	0	42	28	28	18	39	14	13	25	24	26
pdgfbb_86028	4	1	2	0	0	7	5	3	6	1	0	2	5	4	8
scn1ba_86029	4	3	4	6	0	1	2	4	2	4	1	2	8	6	2
vsx1_86030	12	18	13	6	0	8	12	17	5	3	15	15	5	6	14
fabp1a_86031	0	3	0	3	0	3	1	5	1	3	3	3	7	4	5
ptprc_86032	7	15	7	12	0	7	4	3	13	30	0	5	6	12	6
mtmr2_86033	12	4	10	1	0	5	1	10	1	3	3	1	10	1	0
ugt1a2_86034	41	5	5	2	1	25	14	16	8	7	11	9	17	16	24
smpdl3a_86035	14	6	9	10	0	8	8	4	7	8	0	8	12	12	2
mrpl40_86036	5	5	5	1	0	4	5	4	4	0	2	1	4	9	6
nsmfa_86037	95	67	63	79	0	106	99	46	63	140	47	51	59	67	153
bmp4_86038	41	35	39	13	0	40	43	34	21	36	28	8	49	27	19
hmgcra_86039	3	5	3	3	0	1	1	3	3	1	6	2	12	5	4
syne2b_86040	125	98	91	77	0	99	81	121	63	42	55	69	86	99	96
il1b_86041	3	3	3	1	0	0	0	1	0	6	0	1	5	3	0
klf9_86042	11	6	19	20	0	11	8	11	13	11	6	19	6	16	7
lcp1_86043	18	9	4	7	0	5	17	13	9	7	8	4	11	1	6
map2_86044	16	14	9	14	0	12	8	15	9	2	7	4	12	6	9
rpp40_86045	9	3	11	6	0	6	10	12	9	6	4	0	9	8	8
npas4a_86046	0	4	0	1	0	0	5	3	4	1	1	3	5	2	4
slc5a6a_86047	16	3	11	8	0	16	3	9	3	6	8	6	8	8	7
slc37a4b_86048	15	12	23	21	0	31	19	15	8	7	16	15	29	16	5
lhcgr_86049	0	4	2	1	0	2	8	5	1	0	0	4	4	1	3
igfbp7_86050	2	9	2	2	0	0	3	0	4	2	3	2	2	6	2
pdcd6ip_86051	21	5	8	7	0	24	7	25	7	9	10	6	13	6	6
cltb_86052	8	15	49	21	0	25	31	28	38	11	9	15	34	23	14
cdx1b_86053	0	2	1	3	0	2	2	2	6	5	3	3	1	4	2
mbnl2_86054	125	65	103	44	0	154	59	107	36	41	73	21	75	49	57
gpia_86055	8	7	11	5	0	8	5	14	10	4	9	0	6	5	9
nme4_86056	1	2	3	3	0	3	1	2	0	8	3	1	8	2	0
htatsf1_86057	314	162	209	167	0	253	214	267	203	152	149	97	216	167	188
si:ch73-248e21.1_86058	42	37	76	44	0	54	33	42	38	33	9	30	60	45	30
dync1h1_86059	1731	967	1096	862	0	1507	1087	1270	792	664	803	553	1017	889	891
pak6a_86060	1	0	3	6	0	1	8	2	2	5	5	5	9	7	0
ap2m1b_86061	6	0	3	0	0	2	2	2	0	0	0	0	2	4	1
ciao2b_86062	131	160	136	174	0	128	171	218	183	153	75	84	155	133	126
sdhb_86063	74	43	53	27	0	78	45	66	42	31	41	25	34	25	28
atp5s_86064	33	15	18	17	0	20	13	15	16	20	9	17	14	24	15
